Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Unnamed: 24_level_0_Matches,Playing Time_MP,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Unnamed: 33_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,P_l,P_l.1,P_l.2,P_l.3,P_e,P_e.1,P_e.2,P_e.3,P_e.4,P_e.5,P_e.6,P_e.7,E_x,E_x.1,E_x.2,E_x.3,P_r,P_r.1,P_r.2,P_e.8,P_e.9,P_e.10,P_e.11,P_e.12,P_e.13,P_e.14,P_e.15,P_e.16,P_e.17,U_n.4,U_n.5
2018-2019,Bundesliga,Bayern Munich,Joshua Kimmich,de GER,"DF,MF",23.0,34.0,34.0,3060.0,34.0,2.0,13.0,15.0,2.0,0.0,0.0,4.0,0.0,128.0,252.0,252.0,0.06,0.38,0.44,0.06,0.44,,,2.2,2.2,12.2,14.4,0.07,0.36,0.42,0.07,0.42,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Bundesliga,Bayern Munich,Robert Lewandowski,pl POL,FW,29.0,33.0,33.0,2957.0,32.9,22.0,7.0,29.0,19.0,3.0,4.0,2.0,0.0,79.0,92.0,241.0,0.67,0.21,0.88,0.58,0.79,,,30.7,27.5,8.9,36.4,0.93,0.27,1.21,0.84,1.11,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Bundesliga,Bayern Munich,Niklas Süle,de GER,DF,22.0,31.0,29.0,2654.0,29.5,2.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,31.0,198.0,1.0,0.07,0.0,0.07,0.07,0.07,,,1.5,1.5,0.3,1.7,0.05,0.01,0.06,0.05,0.06,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Bundesliga,Bayern Munich,David Alaba,at AUT,DF,26.0,31.0,29.0,2530.0,28.1,3.0,3.0,6.0,3.0,0.0,0.0,4.0,0.0,87.0,190.0,240.0,0.11,0.11,0.21,0.11,0.21,,,3.2,3.2,4.4,7.6,0.11,0.16,0.27,0.11,0.27,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Bundesliga,Bayern Munich,Thomas Müller,de GER,"MF,FW",28.0,32.0,28.0,2378.0,26.4,6.0,9.0,15.0,6.0,0.0,0.0,1.0,0.0,56.0,141.0,320.0,0.23,0.34,0.57,0.23,0.57,,,9.3,9.3,10.6,19.9,0.35,0.4,0.75,0.35,0.75,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Bundesliga,Bayern Munich,Thiago Alcántara,es ESP,MF,27.0,30.0,26.0,2408.0,26.8,2.0,6.0,8.0,2.0,0.0,0.0,5.0,0.0,49.0,310.0,56.0,0.07,0.22,0.3,0.07,0.3,,,1.9,1.9,3.5,5.4,0.07,0.13,0.2,0.07,0.2,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Bundesliga,Bayern Munich,Manuel Neuer,de GER,GK,32.0,26.0,26.0,2302.0,25.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Bundesliga,Bayern Munich,Leon Goretzka,de GER,MF,23.0,30.0,23.0,2023.0,22.5,8.0,4.0,12.0,8.0,0.0,0.0,3.0,0.0,58.0,112.0,79.0,0.36,0.18,0.53,0.36,0.53,,,6.3,6.3,2.5,8.8,0.28,0.11,0.39,0.28,0.39,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Bundesliga,Bayern Munich,Serge Gnabry,de GER,"FW,MF",23.0,30.0,21.0,1762.0,19.6,10.0,5.0,15.0,10.0,0.0,0.0,0.0,0.0,101.0,69.0,236.0,0.51,0.26,0.77,0.51,0.77,,,9.4,9.4,6.9,16.3,0.48,0.35,0.83,0.48,0.83,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Bundesliga,Bayern Munich,Mats Hummels,de GER,DF,29.0,21.0,20.0,1775.0,19.7,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,19.0,138.0,6.0,0.05,0.05,0.1,0.05,0.1,,,2.4,2.4,1.0,3.4,0.12,0.05,0.17,0.12,0.17,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Bundesliga,Bayern Munich,Jérôme Boateng,de GER,DF,29.0,20.0,19.0,1693.0,18.8,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,10.0,168.0,2.0,0.0,0.11,0.11,0.0,0.11,,,0.6,0.6,1.0,1.7,0.03,0.05,0.09,0.03,0.09,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Bundesliga,Bayern Munich,Kingsley Coman,fr FRA,"FW,MF",22.0,21.0,17.0,1378.0,15.3,6.0,4.0,10.0,6.0,0.0,0.0,2.0,0.0,99.0,55.0,244.0,0.39,0.26,0.65,0.39,0.65,,,4.0,4.0,4.0,8.0,0.26,0.26,0.52,0.26,0.52,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
