Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Unnamed: 17_level_0_Int,Unnamed: 18_level_0_Tkl+Int,Unnamed: 19_level_0_Clr,Unnamed: 20_level_0_Err,Unnamed: 21_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,U_n.4,T_a,T_a.1,T_a.2,T_a.3,T_a.4,C_h,C_h.1,C_h.2,C_h.3,B_l,B_l.1,B_l.2,U_n.5,U_n.6,U_n.7,U_n.8,U_n.9
2018-2019,Bundesliga,Bayern Munich,Joshua Kimmich,de GER,"DF,MF",23.0,34.0,46.0,26.0,17.0,22.0,7.0,25.0,54.0,46.3,29.0,35.0,9.0,26.0,34.0,80.0,41.0,3.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Bundesliga,Bayern Munich,Robert Lewandowski,pl POL,FW,29.0,32.9,12.0,9.0,0.0,8.0,4.0,3.0,11.0,27.3,8.0,11.0,1.0,10.0,7.0,19.0,15.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Bundesliga,Bayern Munich,Niklas Süle,de GER,DF,22.0,29.5,28.0,23.0,17.0,10.0,1.0,18.0,25.0,72.0,7.0,23.0,13.0,10.0,40.0,68.0,83.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Bundesliga,Bayern Munich,David Alaba,at AUT,DF,26.0,28.1,34.0,21.0,13.0,13.0,8.0,17.0,26.0,65.4,9.0,24.0,3.0,21.0,31.0,65.0,40.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Bundesliga,Bayern Munich,Thomas Müller,de GER,"MF,FW",28.0,26.4,42.0,23.0,13.0,15.0,14.0,10.0,38.0,26.3,28.0,46.0,6.0,40.0,9.0,51.0,12.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Bundesliga,Bayern Munich,Thiago Alcántara,es ESP,MF,27.0,26.8,87.0,65.0,31.0,44.0,12.0,25.0,48.0,52.1,23.0,23.0,4.0,19.0,44.0,131.0,17.0,1.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Bundesliga,Bayern Munich,Manuel Neuer,de GER,GK,32.0,25.6,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,8.0,3.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Bundesliga,Bayern Munich,Leon Goretzka,de GER,MF,23.0,22.5,41.0,22.0,7.0,27.0,7.0,14.0,38.0,36.8,24.0,25.0,4.0,21.0,26.0,67.0,14.0,1.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Bundesliga,Bayern Munich,Serge Gnabry,de GER,"FW,MF",23.0,19.6,36.0,20.0,12.0,13.0,11.0,5.0,30.0,16.7,25.0,18.0,0.0,18.0,11.0,47.0,3.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Bundesliga,Bayern Munich,Mats Hummels,de GER,DF,29.0,19.7,26.0,17.0,19.0,6.0,1.0,9.0,24.0,37.5,15.0,20.0,8.0,12.0,34.0,60.0,50.0,1.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Bundesliga,Bayern Munich,Jérôme Boateng,de GER,DF,29.0,18.8,21.0,15.0,12.0,9.0,0.0,10.0,22.0,45.5,12.0,8.0,3.0,5.0,25.0,46.0,49.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Bundesliga,Bayern Munich,Kingsley Coman,fr FRA,"FW,MF",22.0,15.3,11.0,6.0,4.0,4.0,3.0,6.0,19.0,31.6,13.0,20.0,0.0,20.0,5.0,16.0,3.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Bundesliga,Bayern Munich,Javi Martínez,es ESP,MF,29.0,14.5,26.0,15.0,7.0,17.0,2.0,5.0,16.0,31.3,11.0,17.0,5.0,12.0,31.0,57.0,13.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Bundesliga,Bayern Munich,James Rodríguez,co COL,MF,27.0,12.6,12.0,8.0,3.0,4.0,5.0,5.0,19.0,26.3,14.0,9.0,0.0,9.0,4.0,16.0,1.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Bundesliga,Bayern Munich,Franck Ribéry,fr FRA,"MF,FW",35.0,13.0,15.0,7.0,7.0,6.0,2.0,4.0,10.0,40.0,6.0,9.0,0.0,9.0,7.0,22.0,1.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Bundesliga,Bayern Munich,Rafinha,br BRA,DF,32.0,10.0,15.0,7.0,6.0,6.0,3.0,6.0,14.0,42.9,8.0,8.0,3.0,5.0,19.0,34.0,11.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Bundesliga,Bayern Munich,Sven Ulreich,de GER,GK,29.0,8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Bundesliga,Bayern Munich,Arjen Robben,nl NED,"FW,MF",34.0,6.3,3.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,6.0,1.0,5.0,3.0,6.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Bundesliga,Bayern Munich,Renato Sanches,pt POR,MF,20.0,6.4,5.0,5.0,2.0,1.0,2.0,3.0,10.0,30.0,7.0,7.0,0.0,7.0,4.0,9.0,2.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Bundesliga,Bayern Munich,Sandro Wagner,de GER,FW,30.0,1.6,3.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Bundesliga,Bayern Munich,Corentin Tolisso,fr FRA,MF,23.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Bundesliga,Bayern Munich,Alphonso Davies,ca CAN,"MF,FW",17.0,0.9,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,2.0,0.0,2.0,2.0,3.0,1.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Bundesliga,Bayern Munich,Jeong Woo-yeong,kr KOR,FW,18.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
