Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Unnamed: 27_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,U_n.4,T_o,T_o.1,T_o.2,T_o.3,T_o.4,T_o.5,T_o.6,T_a,T_a.1,T_a.2,T_a.3,T_a.4,C_a,C_a.1,C_a.2,C_a.3,C_a.4,C_a.5,C_a.6,C_a.7,R_e,R_e.1,U_n.5
2018-2019,Bundesliga,Bayern Munich,Joshua Kimmich,de GER,"DF,MF",23.0,34.0,3311.0,88.0,651.0,1673.0,1016.0,53.0,3311.0,62.0,38.0,61.3,24.0,38.7,1948.0,11570.0,5837.0,128.0,103.0,9.0,41.0,25.0,2315.0,252.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Bundesliga,Bayern Munich,Robert Lewandowski,pl POL,FW,29.0,32.9,1114.0,18.0,44.0,436.0,655.0,246.0,1110.0,76.0,51.0,67.1,25.0,32.9,719.0,4029.0,1935.0,79.0,53.0,28.0,92.0,51.0,924.0,241.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Bundesliga,Bayern Munich,Niklas Süle,de GER,DF,22.0,29.5,2784.0,178.0,1106.0,1597.0,93.0,23.0,2784.0,3.0,3.0,100.0,0.0,0.0,1770.0,8772.0,5000.0,31.0,30.0,3.0,6.0,5.0,2159.0,1.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Bundesliga,Bayern Munich,David Alaba,at AUT,DF,26.0,28.1,2385.0,46.0,464.0,1199.0,743.0,62.0,2385.0,39.0,29.0,74.4,10.0,25.6,1302.0,6461.0,3325.0,87.0,63.0,11.0,26.0,19.0,1651.0,240.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Bundesliga,Bayern Munich,Thomas Müller,de GER,"MF,FW",28.0,26.4,1558.0,17.0,139.0,596.0,841.0,194.0,1558.0,35.0,23.0,65.7,12.0,34.3,726.0,3443.0,1936.0,56.0,39.0,17.0,49.0,15.0,1190.0,320.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Bundesliga,Bayern Munich,Thiago Alcántara,es ESP,MF,27.0,26.8,2830.0,39.0,488.0,1865.0,505.0,29.0,2830.0,67.0,57.0,85.1,10.0,14.9,1698.0,8863.0,4874.0,49.0,60.0,4.0,21.0,28.0,2094.0,56.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Bundesliga,Bayern Munich,Manuel Neuer,de GER,GK,32.0,25.6,947.0,686.0,923.0,23.0,1.0,1.0,947.0,0.0,0.0,,0.0,,532.0,3145.0,2104.0,0.0,0.0,0.0,1.0,0.0,579.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Bundesliga,Bayern Munich,Leon Goretzka,de GER,MF,23.0,22.5,1399.0,30.0,225.0,847.0,338.0,72.0,1399.0,22.0,15.0,68.2,7.0,31.8,792.0,4333.0,2390.0,58.0,38.0,8.0,23.0,17.0,1022.0,79.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Bundesliga,Bayern Munich,Serge Gnabry,de GER,"FW,MF",23.0,19.6,1142.0,11.0,91.0,430.0,634.0,157.0,1142.0,107.0,50.0,46.7,57.0,53.3,727.0,5159.0,2711.0,101.0,71.0,50.0,45.0,31.0,882.0,236.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Bundesliga,Bayern Munich,Mats Hummels,de GER,DF,29.0,19.7,1917.0,101.0,752.0,1077.0,98.0,25.0,1917.0,11.0,10.0,90.9,1.0,9.1,1238.0,6279.0,3950.0,19.0,27.0,0.0,8.0,2.0,1470.0,6.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Bundesliga,Bayern Munich,Jérôme Boateng,de GER,DF,29.0,18.8,1749.0,87.0,572.0,1098.0,91.0,11.0,1749.0,1.0,1.0,100.0,0.0,0.0,1106.0,5105.0,3021.0,10.0,18.0,0.0,5.0,0.0,1363.0,2.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
