Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_PK,Standard_PKatt,Unnamed: 16_level_0_Matches,Standard_FK,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Unnamed: 22_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,U_n.4,S_t,S_t.1,S_t.2,S_t.3,S_t.4,S_t.5,S_t.6,S_t.7,S_t.8,S_t.9,S_t.10,S_t.11,E_x,E_x.1,E_x.2,E_x.3,E_x.4,U_n.5
2006-2007,Ligue1,Lyon,Grégory Coupet,fr FRA,GK,33.0,33.0,0.0,,0.0,,,0.0,,,,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-2007,Ligue1,Lyon,Cris,br BRA,DF,29.0,32.0,4.0,,13.0,,,0.41,,0.31,,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-2007,Ligue1,Lyon,Éric Abidal,fr FRA,DF,26.0,30.6,0.0,,1.0,,,0.03,,0.0,,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-2007,Ligue1,Lyon,Juninho Pernambucano,br BRA,MF,31.0,28.3,10.0,,46.0,,,1.63,,0.2,,1.0,2.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-2007,Ligue1,Lyon,Jérémy Toulalan,fr FRA,"DF,MF",22.0,27.6,0.0,,7.0,,,0.25,,0.0,,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-2007,Ligue1,Lyon,Sébastien Squillaci,fr FRA,DF,25.0,28.0,3.0,,4.0,,,0.14,,0.75,,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-2007,Ligue1,Lyon,Anthony Réveillère,fr FRA,DF,26.0,27.1,0.0,,2.0,,,0.07,,0.0,,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-2007,Ligue1,Lyon,Florent Malouda,fr FRA,"FW,MF",26.0,28.7,10.0,,38.0,,,1.32,,0.26,,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-2007,Ligue1,Lyon,Tiago Mendes,pt POR,MF,25.0,21.4,4.0,,11.0,,,0.51,,0.36,,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-2007,Ligue1,Lyon,Sidney Govou,fr FRA,"FW,MF",27.0,20.9,1.0,,11.0,,,0.53,,0.09,,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
