Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_GA,Performance_GA90,Performance_SoTA,Performance_Saves,Performance_Save%,Performance_W,Performance_D,Performance_L,Performance_CS,Performance_CS%,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Penalty Kicks_Save%,Unnamed: 23_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,P_l,P_l.1,P_l.2,P_l.3,P_e,P_e.1,P_e.2,P_e.3,P_e.4,P_e.5,P_e.6,P_e.7,P_e.8,P_e.9,P_e.10,P_e.11,P_e.12,P_e.13,P_e.14,U_n.4
2007-2008,SeriaA,Inter,Júlio César,br BRA,GK,27.0,35.0,35.0,3073.0,34.1,25.0,0.73,134.0,109.0,81.3,20.0,10.0,3.0,14.0,40.0,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-2008,SeriaA,Inter,Francesco Toldo,it ITA,GK,35.0,3.0,2.0,213.0,2.4,0.0,0.0,12.0,12.0,100.0,2.0,0.0,0.0,2.0,100.0,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-2008,SeriaA,Inter,Paolo Orlandoni,it ITA,GK,34.0,2.0,1.0,134.0,1.5,1.0,0.67,9.0,8.0,88.9,1.0,0.0,0.0,0.0,0.0,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-2008,SeriaA,Inter,Squad Total,,,28.8,38.0,38.0,3420.0,,26.0,0.68,155.0,129.0,83.2,25.0,10.0,3.0,18.0,47.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-2008,SeriaA,Inter,Opponent Total,,,27.6,38.0,38.0,,,,,,,,3.0,10.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-2008,SeriaA,Roma,Doni,br BRA,GK,27.0,37.0,37.0,3287.0,36.5,33.0,0.9,115.0,82.0,71.3,23.0,9.0,4.0,16.0,43.2,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-2008,SeriaA,Roma,Gianluca Curci,it ITA,GK,22.0,2.0,1.0,133.0,1.5,4.0,2.71,11.0,7.0,63.6,1.0,1.0,0.0,0.0,0.0,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-2008,SeriaA,Roma,Squad Total,,,28.1,38.0,38.0,3420.0,,37.0,0.97,126.0,89.0,70.6,24.0,10.0,4.0,16.0,42.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-2008,SeriaA,Roma,Opponent Total,,,27.5,38.0,38.0,,,,,,,,4.0,10.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-2008,SeriaA,Juventus,Gianluigi Buffon,it ITA,GK,29.0,34.0,34.0,3050.0,33.9,30.0,0.89,133.0,103.0,77.4,19.0,10.0,5.0,16.0,47.1,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-2008,SeriaA,Juventus,Emanuele Belardi,it ITA,GK,29.0,5.0,4.0,370.0,4.1,7.0,1.7,18.0,11.0,61.1,1.0,2.0,1.0,0.0,0.0,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-2008,SeriaA,Juventus,Squad Total,,,28.2,38.0,38.0,3420.0,,37.0,0.97,151.0,114.0,75.5,20.0,12.0,6.0,16.0,42.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-2008,SeriaA,Juventus,Opponent Total,,,27.5,38.0,38.0,,,,,,,,6.0,12.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-2008,SeriaA,Fiorentina,Sébastien Frey,fr FRA,GK,27.0,35.0,35.0,3117.0,34.6,35.0,1.01,151.0,116.0,76.8,16.0,8.0,10.0,12.0,34.3,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-2008,SeriaA,Fiorentina,Cristiano Lupatelli,it ITA,GK,29.0,2.0,2.0,180.0,2.0,3.0,1.5,10.0,7.0,70.0,1.0,1.0,0.0,0.0,0.0,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-2008,SeriaA,Fiorentina,Vlada Avramov,rs SRB,GK,28.0,2.0,1.0,123.0,1.4,1.0,0.73,8.0,7.0,87.5,2.0,0.0,0.0,1.0,100.0,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-2008,SeriaA,Fiorentina,Squad Total,,,26.3,38.0,38.0,3420.0,,39.0,1.03,169.0,130.0,76.9,19.0,9.0,10.0,13.0,34.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-2008,SeriaA,Fiorentina,Opponent Total,,,27.7,38.0,38.0,,,,,,,,10.0,9.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-2008,SeriaA,Milan,Zeljko Kalac,au AUS,GK,34.0,25.0,25.0,2250.0,25.0,28.0,1.12,105.0,77.0,73.3,13.0,5.0,8.0,7.0,28.0,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-2008,SeriaA,Milan,Dida,br BRA,GK,33.0,13.0,13.0,1170.0,13.0,10.0,0.77,53.0,43.0,81.1,5.0,5.0,2.0,4.0,30.8,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-2008,SeriaA,Milan,Squad Total,,,30.1,38.0,38.0,3420.0,,38.0,1.0,158.0,120.0,75.9,18.0,10.0,10.0,11.0,28.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-2008,SeriaA,Milan,Opponent Total,,,27.5,38.0,38.0,,,,,,,,10.0,10.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-2008,SeriaA,Sampdoria,Luca Castellazzi,it ITA,GK,32.0,26.0,26.0,2294.0,25.5,26.0,1.02,105.0,79.0,75.2,12.0,5.0,7.0,10.0,38.5,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-2008,SeriaA,Sampdoria,Antonio Mirante,it ITA,GK,24.0,13.0,12.0,1104.0,12.3,20.0,1.63,54.0,34.0,63.0,5.0,4.0,5.0,6.0,50.0,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-2008,SeriaA,Sampdoria,Vincenzo Fiorillo,it ITA,GK,17.0,1.0,0.0,22.0,0.2,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-2008,SeriaA,Sampdoria,Squad Total,,,28.1,38.0,38.0,3420.0,,46.0,1.21,160.0,114.0,71.3,17.0,9.0,12.0,16.0,42.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-2008,SeriaA,Sampdoria,Opponent Total,,,27.7,38.0,38.0,,,,,,,,12.0,9.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-2008,SeriaA,Udinese,Samir Handanović,si SVN,GK,23.0,35.0,35.0,3150.0,35.0,45.0,1.29,168.0,123.0,73.2,16.0,8.0,11.0,12.0,34.3,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-2008,SeriaA,Udinese,Antonio Chimenti,it ITA,GK,37.0,3.0,3.0,270.0,3.0,8.0,2.67,17.0,9.0,52.9,0.0,2.0,2.0,1.0,33.3,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
