season,league,team,player,player_nation,player_position,player_age,mp,playing_time_starts,playing_time_min,playing_time_90s,performance_gls,performance_ast,performance_g+a,performance_g-pk,performance_pk,performance_pkatt,performance_crdy,performance_crdr,progression_prgc,progression_prgp,progression_prgr,per_90_minutes_gls,per_90_minutes_ast,per_90_minutes_g+a,per_90_minutes_g-pk,per_90_minutes_g+a-pk,matches,playing_time_mp
2010-2011,Ligue1,Lille,Mickaël Landreau,fr FRA,GK,31.0,38.0,38.0,3420.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0
2010-2011,Ligue1,Lille,Rio Mavuba,fr FRA,MF,26.0,38.0,38.0,3340.0,37.1,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.03,0.03,0.05,0.03,0.05,Matches,0.0
2010-2011,Ligue1,Lille,Adil Rami,fr FRA,DF,24.0,36.0,36.0,3221.0,35.8,0.0,2.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.06,Matches,0.0
2010-2011,Ligue1,Lille,Yohan Cabaye,fr FRA,MF,24.0,36.0,36.0,3080.0,34.2,2.0,9.0,11.0,2.0,0.0,2.0,10.0,0.0,0.0,0.0,0.0,0.06,0.26,0.32,0.06,0.32,Matches,0.0
2010-2011,Ligue1,Lille,Eden Hazard,be BEL,"FW,MF",19.0,38.0,35.0,3066.0,34.1,7.0,8.0,15.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.21,0.23,0.44,0.21,0.44,Matches,0.0
2010-2011,Ligue1,Lille,Mathieu Debuchy,fr FRA,DF,25.0,35.0,35.0,3050.0,33.9,2.0,2.0,4.0,1.0,1.0,1.0,10.0,0.0,0.0,0.0,0.0,0.06,0.06,0.12,0.03,0.09,Matches,0.0
2010-2011,Ligue1,Lille,Gervinho,ci CIV,"FW,MF",23.0,35.0,33.0,2842.0,31.6,15.0,10.0,25.0,15.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.48,0.32,0.79,0.48,0.79,Matches,0.0
2010-2011,Ligue1,Lille,Moussa Sow,sn SEN,"FW,MF",24.0,36.0,33.0,2792.0,31.0,25.0,2.0,27.0,24.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.81,0.06,0.87,0.77,0.84,Matches,0.0
2010-2011,Ligue1,Lille,Aurélien Chedjou,cm CMR,DF,25.0,34.0,31.0,2733.0,30.4,1.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches,0.0
2010-2011,Ligue1,Lille,Florent Balmont,fr FRA,MF,30.0,27.0,26.0,2064.0,22.9,0.0,4.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.17,0.17,0.0,0.17,Matches,0.0
