Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_GA,Performance_GA90,Performance_SoTA,Performance_Saves,Performance_Save%,Performance_W,Performance_D,Performance_L,Performance_CS,Performance_CS%,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Penalty Kicks_Save%,Unnamed: 23_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,P_l,P_l.1,P_l.2,P_l.3,P_e,P_e.1,P_e.2,P_e.3,P_e.4,P_e.5,P_e.6,P_e.7,P_e.8,P_e.9,P_e.10,P_e.11,P_e.12,P_e.13,P_e.14,U_n.4
2010-2011,SeriaA,Milan,Christian Abbiati,it ITA,GK,33.0,35.0,35.0,3078.0,34.2,19.0,0.56,121.0,102.0,84.3,23.0,7.0,4.0,18.0,51.4,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-2011,SeriaA,Milan,Marco Amelia,it ITA,GK,28.0,4.0,3.0,336.0,3.7,5.0,1.34,14.0,9.0,64.3,1.0,3.0,0.0,2.0,66.7,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-2011,SeriaA,Milan,Flavio Roma,it ITA,GK,36.0,1.0,0.0,6.0,0.1,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-2011,SeriaA,Milan,Squad Total,,,29.2,38.0,38.0,3420.0,,24.0,0.63,135.0,111.0,82.2,24.0,10.0,4.0,20.0,52.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-2011,SeriaA,Milan,Opponent Total,,,27.4,38.0,38.0,,,,,,,,4.0,10.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-2011,SeriaA,Inter,Júlio César,br BRA,GK,30.0,25.0,25.0,2156.0,24.0,21.0,0.88,108.0,87.0,80.6,14.0,5.0,4.0,9.0,36.0,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-2011,SeriaA,Inter,Luca Castellazzi,it ITA,GK,35.0,15.0,13.0,1264.0,14.0,21.0,1.5,69.0,48.0,69.6,9.0,2.0,4.0,1.0,7.7,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-2011,SeriaA,Inter,Squad Total,,,29.5,38.0,38.0,3420.0,,42.0,1.11,177.0,135.0,76.3,23.0,7.0,8.0,10.0,26.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-2011,SeriaA,Inter,Opponent Total,,,27.3,38.0,38.0,,,,,,,,8.0,7.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-2011,SeriaA,Napoli,Morgan De Sanctis,it ITA,GK,33.0,38.0,38.0,3420.0,38.0,39.0,1.03,138.0,99.0,71.7,21.0,7.0,10.0,17.0,44.7,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-2011,SeriaA,Napoli,Squad Total,,,27.7,38.0,38.0,3420.0,,39.0,1.03,138.0,99.0,71.7,21.0,7.0,10.0,17.0,44.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-2011,SeriaA,Napoli,Opponent Total,,,27.5,38.0,38.0,,,,,,,,10.0,7.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-2011,SeriaA,Udinese,Samir Handanović,si SVN,GK,26.0,35.0,35.0,3150.0,35.0,40.0,1.14,141.0,101.0,71.6,19.0,5.0,11.0,14.0,40.0,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-2011,SeriaA,Udinese,Emanuele Belardi,it ITA,GK,32.0,3.0,3.0,270.0,3.0,3.0,1.0,12.0,9.0,75.0,1.0,1.0,1.0,1.0,33.3,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-2011,SeriaA,Udinese,Squad Total,,,25.6,38.0,38.0,3420.0,,43.0,1.13,153.0,110.0,71.9,20.0,6.0,12.0,15.0,39.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
