Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Unnamed: 17_level_0_Matches,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Unnamed: 21_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,U_n.4,P_e,P_e.1,P_e.2,P_e.3,P_e.4,P_e.5,P_e.6,P_e.7,P_e.8,P_e.9,P_e.10,P_e.11,P_e.12,A_e,A_e.1,A_e.2,U_n.5
2013-2014,LaLiga,Atlético Madrid,Thibaut Courtois,be BEL,GK,21.0,37.0,3.0,0.0,,0.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-2014,LaLiga,Atlético Madrid,Juanfran,es ESP,"DF,MF",28.0,35.0,6.0,1.0,,28.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-2014,LaLiga,Atlético Madrid,Gabi,es ESP,MF,30.0,34.6,11.0,0.0,,59.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-2014,LaLiga,Atlético Madrid,Diego Godín,uy URU,DF,27.0,34.0,11.0,0.0,,47.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-2014,LaLiga,Atlético Madrid,Diego Costa,es ESP,FW,24.0,32.8,7.0,0.0,,61.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-2014,LaLiga,Atlético Madrid,Koke,es ESP,MF,21.0,30.9,6.0,0.0,,36.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-2014,LaLiga,Atlético Madrid,Miranda,br BRA,DF,28.0,32.0,5.0,0.0,,23.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-2014,LaLiga,Atlético Madrid,Filipe Luís,br BRA,DF,27.0,32.0,7.0,1.0,,34.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-2014,LaLiga,Atlético Madrid,David Villa,es ESP,"FW,MF",31.0,26.4,3.0,0.0,,28.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-2014,LaLiga,Atlético Madrid,Arda Turan,tr TUR,"FW,MF",26.0,21.3,8.0,0.0,,32.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-2014,LaLiga,Atlético Madrid,Tiago Mendes,pt POR,MF,32.0,21.1,8.0,0.0,,33.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-2014,LaLiga,Atlético Madrid,Raúl García,es ESP,"FW,MF",27.0,18.9,10.0,0.0,,47.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
