Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_GA,Performance_GA90,Performance_SoTA,Performance_Saves,Performance_Save%,Performance_W,Performance_D,Performance_L,Performance_CS,Performance_CS%,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Penalty Kicks_Save%,Unnamed: 23_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,P_l,P_l.1,P_l.2,P_l.3,P_e,P_e.1,P_e.2,P_e.3,P_e.4,P_e.5,P_e.6,P_e.7,P_e.8,P_e.9,P_e.10,P_e.11,P_e.12,P_e.13,P_e.14,U_n.4
2016-2017,SeriaA,Juventus,Gianluigi Buffon,it ITA,GK,38.0,30.0,30.0,2655.0,29.5,24.0,0.81,91.0,67.0,74.7,22.0,3.0,5.0,12.0,40.0,1.0,1.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-2017,SeriaA,Juventus,Neto,br BRA,GK,27.0,8.0,7.0,675.0,7.5,2.0,0.27,15.0,13.0,86.7,6.0,1.0,0.0,5.0,71.4,0.0,0.0,0.0,0.0,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-2017,SeriaA,Juventus,Emil Audero,it ITA,GK,19.0,1.0,1.0,90.0,1.0,1.0,1.0,2.0,1.0,50.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-2017,SeriaA,Juventus,Squad Total,,,29.1,38.0,38.0,3420.0,38.0,27.0,0.71,108.0,81.0,75.9,29.0,4.0,5.0,18.0,47.4,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-2017,SeriaA,Juventus,Opponent Total,,,26.7,38.0,38.0,3420.0,38.0,77.0,2.03,221.0,147.0,66.5,5.0,4.0,29.0,1.0,2.6,3.0,3.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-2017,SeriaA,Roma,Wojciech Szczęsny,pl POL,GK,26.0,38.0,38.0,3420.0,38.0,38.0,1.0,154.0,116.0,76.6,28.0,3.0,7.0,14.0,36.8,4.0,2.0,2.0,0.0,50.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-2017,SeriaA,Roma,Squad Total,,,26.7,38.0,38.0,3420.0,38.0,38.0,1.0,154.0,116.0,76.6,28.0,3.0,7.0,14.0,36.8,4.0,2.0,2.0,0.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-2017,SeriaA,Roma,Opponent Total,,,26.6,38.0,38.0,3420.0,38.0,90.0,2.37,224.0,146.0,65.2,7.0,3.0,28.0,3.0,7.9,14.0,12.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-2017,SeriaA,Napoli,Pepe Reina,es ESP,GK,33.0,37.0,37.0,3330.0,37.0,38.0,1.03,124.0,86.0,71.8,26.0,7.0,4.0,12.0,32.4,4.0,3.0,1.0,0.0,25.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-2017,SeriaA,Napoli,Rafael Cabral,br BRA,GK,26.0,1.0,1.0,90.0,1.0,0.0,0.0,1.0,1.0,100.0,0.0,1.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-2017,SeriaA,Napoli,Squad Total,,,26.9,38.0,38.0,3420.0,38.0,38.0,1.0,125.0,87.0,72.0,26.0,8.0,4.0,12.0,31.6,4.0,3.0,1.0,0.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-2017,SeriaA,Napoli,Opponent Total,,,26.9,38.0,38.0,3420.0,38.0,94.0,2.47,248.0,160.0,64.1,4.0,8.0,26.0,3.0,7.9,6.0,5.0,1.0,0.0,16.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-2017,SeriaA,Atalanta,Etrit Berisha,al ALB,GK,27.0,26.0,26.0,2340.0,26.0,26.0,1.0,77.0,51.0,70.1,15.0,7.0,4.0,11.0,42.3,3.0,3.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-2017,SeriaA,Atalanta,Marco Sportiello,it ITA,GK,24.0,8.0,8.0,720.0,8.0,14.0,1.75,33.0,19.0,60.6,3.0,2.0,3.0,2.0,25.0,1.0,1.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-2017,SeriaA,Atalanta,Pierluigi Gollini,it ITA,GK,21.0,4.0,4.0,360.0,4.0,1.0,0.25,12.0,11.0,91.7,3.0,1.0,0.0,3.0,75.0,0.0,0.0,0.0,0.0,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-2017,SeriaA,Atalanta,Squad Total,,,25.2,38.0,38.0,3420.0,38.0,41.0,1.08,122.0,81.0,69.7,21.0,9.0,8.0,16.0,42.1,4.0,4.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-2017,SeriaA,Atalanta,Opponent Total,,,27.1,38.0,38.0,3420.0,38.0,62.0,1.63,193.0,137.0,70.5,8.0,9.0,21.0,5.0,13.2,6.0,5.0,1.0,0.0,16.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-2017,SeriaA,Lazio,Thomas Strakosha,al ALB,GK,21.0,21.0,20.0,1845.0,20.5,26.0,1.27,86.0,60.0,74.4,12.0,3.0,5.0,6.0,30.0,4.0,4.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-2017,SeriaA,Lazio,Federico Marchetti,it ITA,GK,33.0,17.0,17.0,1485.0,16.5,22.0,1.33,76.0,54.0,72.4,9.0,4.0,4.0,2.0,11.8,5.0,1.0,2.0,2.0,66.7,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-2017,SeriaA,Lazio,Ivan Vargić,hr CRO,GK,29.0,1.0,1.0,90.0,1.0,3.0,3.0,6.0,3.0,50.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-2017,SeriaA,Lazio,Squad Total,,,26.0,38.0,38.0,3420.0,38.0,51.0,1.34,168.0,117.0,72.6,21.0,7.0,10.0,8.0,21.1,9.0,5.0,2.0,2.0,28.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-2017,SeriaA,Lazio,Opponent Total,,,26.9,38.0,38.0,3420.0,38.0,74.0,1.95,201.0,139.0,69.2,10.0,7.0,21.0,8.0,21.1,14.0,12.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-2017,SeriaA,Milan,Gianluigi Donnarumma,it ITA,GK,17.0,38.0,38.0,3420.0,38.0,45.0,1.18,189.0,144.0,78.8,18.0,9.0,11.0,12.0,31.6,10.0,5.0,2.0,3.0,28.6,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-2017,SeriaA,Milan,Squad Total,,,25.0,38.0,38.0,3420.0,38.0,45.0,1.18,189.0,144.0,78.8,18.0,9.0,11.0,12.0,31.6,10.0,5.0,2.0,3.0,28.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-2017,SeriaA,Milan,Opponent Total,,,26.9,38.0,38.0,3420.0,38.0,57.0,1.5,178.0,131.0,71.9,11.0,9.0,18.0,6.0,15.8,12.0,7.0,3.0,2.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-2017,SeriaA,Inter,Samir Handanović,si SVN,GK,32.0,37.0,37.0,3330.0,37.0,47.0,1.27,157.0,110.0,73.2,18.0,5.0,14.0,9.0,24.3,6.0,5.0,1.0,0.0,16.7,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-2017,SeriaA,Inter,Juan Pablo Carrizo,ar ARG,GK,32.0,1.0,1.0,90.0,1.0,2.0,2.0,4.0,2.0,50.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-2017,SeriaA,Inter,Squad Total,,,27.5,38.0,38.0,3420.0,38.0,49.0,1.29,161.0,112.0,72.7,19.0,5.0,14.0,9.0,23.7,6.0,5.0,1.0,0.0,16.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-2017,SeriaA,Inter,Opponent Total,,,26.8,38.0,38.0,3420.0,38.0,72.0,1.89,203.0,135.0,66.0,14.0,5.0,19.0,6.0,15.8,5.0,3.0,1.0,1.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-2017,SeriaA,Fiorentina,Ciprian Tătărușanu,ro ROU,GK,30.0,35.0,35.0,3099.0,34.4,51.0,1.48,156.0,105.0,69.9,14.0,10.0,10.0,11.0,31.4,5.0,4.0,0.0,1.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-2017,SeriaA,Fiorentina,Marco Sportiello,it ITA,GK,24.0,2.0,2.0,180.0,2.0,4.0,2.0,6.0,2.0,50.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-2017,SeriaA,Fiorentina,Bartłomiej Drągowski,pl POL,GK,18.0,1.0,1.0,90.0,1.0,2.0,2.0,6.0,4.0,66.7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-2017,SeriaA,Fiorentina,Luca Lezzerini,it ITA,GK,21.0,1.0,0.0,51.0,0.6,0.0,0.0,2.0,2.0,100.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-2017,SeriaA,Fiorentina,Squad Total,,,27.3,38.0,38.0,3420.0,38.0,57.0,1.5,170.0,113.0,69.4,16.0,12.0,10.0,12.0,31.6,6.0,5.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-2017,SeriaA,Fiorentina,Opponent Total,,,27.0,38.0,38.0,3420.0,38.0,63.0,1.66,211.0,157.0,73.0,10.0,12.0,16.0,6.0,15.8,10.0,6.0,3.0,1.0,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
