season,league,team,unnamed:_0_level_0_player,unnamed:_1_level_0_nation,unnamed:_2_level_0_pos,unnamed:_3_level_0_age,unnamed:_4_level_0_mp,playing_time_starts,playing_time_min,playing_time_90s,performance_gls,performance_ast,performance_g+a,performance_g-pk,performance_pk,performance_pkatt,performance_crdy,performance_crdr,progression_prgc,progression_prgp,progression_prgr,per_90_minutes_gls,per_90_minutes_ast,per_90_minutes_g+a,per_90_minutes_g-pk,per_90_minutes_g+a-pk,unnamed:_24_level_0_matches,playing_time_mp
2013-2014,LaLiga,Atlético Madrid,Thibaut Courtois,be BEL,GK,21.0,37.0,37.0,3330.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0
2013-2014,LaLiga,Atlético Madrid,Juanfran,es ESP,"DF,MF",28.0,35.0,35.0,3149.0,35.0,0.0,5.0,5.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.14,0.14,0.0,0.14,Matches,0.0
2013-2014,LaLiga,Atlético Madrid,Gabi,es ESP,MF,30.0,36.0,35.0,3111.0,34.6,3.0,8.0,11.0,3.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.09,0.23,0.32,0.09,0.32,Matches,0.0
2013-2014,LaLiga,Atlético Madrid,Diego Godín,uy URU,DF,27.0,34.0,34.0,3060.0,34.0,4.0,2.0,6.0,4.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.12,0.06,0.18,0.12,0.18,Matches,0.0
2013-2014,LaLiga,Atlético Madrid,Diego Costa,es ESP,FW,24.0,35.0,34.0,2948.0,32.8,27.0,3.0,30.0,22.0,5.0,8.0,7.0,0.0,0.0,0.0,0.0,0.82,0.09,0.92,0.67,0.76,Matches,0.0
2013-2014,LaLiga,Atlético Madrid,Koke,es ESP,MF,21.0,36.0,33.0,2785.0,30.9,6.0,14.0,20.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.19,0.45,0.65,0.19,0.65,Matches,0.0
2013-2014,LaLiga,Atlético Madrid,Miranda,br BRA,DF,28.0,32.0,32.0,2880.0,32.0,2.0,1.0,3.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.06,0.03,0.09,0.06,0.09,Matches,0.0
2013-2014,LaLiga,Atlético Madrid,Filipe Luís,br BRA,DF,27.0,32.0,32.0,2878.0,32.0,0.0,1.0,1.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,Matches,0.0
2013-2014,LaLiga,Atlético Madrid,David Villa,es ESP,"FW,MF",31.0,36.0,32.0,2375.0,26.4,13.0,4.0,17.0,12.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.49,0.15,0.64,0.45,0.61,Matches,0.0
2013-2014,LaLiga,Atlético Madrid,Arda Turan,tr TUR,"FW,MF",26.0,30.0,22.0,1916.0,21.3,3.0,4.0,7.0,3.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.14,0.19,0.33,0.14,0.33,Matches,0.0
2013-2014,LaLiga,Atlético Madrid,Tiago Mendes,pt POR,MF,32.0,23.0,21.0,1901.0,21.1,2.0,1.0,3.0,2.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.09,0.05,0.14,0.09,0.14,Matches,0.0
2013-2014,LaLiga,Atlético Madrid,Raúl García,es ESP,"FW,MF",27.0,34.0,18.0,1703.0,18.9,9.0,3.0,12.0,9.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.48,0.16,0.63,0.48,0.63,Matches,0.0
2013-2014,LaLiga,Atlético Madrid,Mario Suárez,es ESP,MF,26.0,17.0,16.0,1361.0,15.1,0.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.0,0.07,Matches,0.0
2013-2014,LaLiga,Atlético Madrid,Toby Alderweireld,be BEL,DF,24.0,12.0,10.0,909.0,10.1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.1,Matches,0.0
2013-2014,LaLiga,Atlético Madrid,Emiliano Insúa,ar ARG,DF,24.0,6.0,5.0,452.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0
2013-2014,LaLiga,Atlético Madrid,Adrián López,es ESP,FW,25.0,22.0,4.0,739.0,8.2,1.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.37,0.49,0.12,0.49,Matches,0.0
2013-2014,LaLiga,Atlético Madrid,Diego,br BRA,MF,28.0,13.0,4.0,518.0,5.8,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.17,0.17,0.35,0.17,0.35,Matches,0.0
2013-2014,LaLiga,Atlético Madrid,José Sosa,ar ARG,MF,28.0,15.0,4.0,461.0,5.1,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.39,0.0,0.39,Matches,0.0
2013-2014,LaLiga,Atlético Madrid,Javier Manquillo,es ESP,DF,19.0,3.0,3.0,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0
2013-2014,LaLiga,Atlético Madrid,Cristian Rodríguez,uy URU,MF,27.0,20.0,2.0,348.0,3.9,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.26,0.26,0.52,0.26,0.52,Matches,0.0
2013-2014,LaLiga,Atlético Madrid,Óliver Torres,es ESP,MF,18.0,7.0,2.0,216.0,2.4,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.42,0.0,0.42,0.42,0.42,Matches,0.0
