season,league,team,player,player_nation,player_position,player_age,mp,playing_time_starts,playing_time_min,playing_time_90s,performance_gls,performance_ast,performance_g+a,performance_g-pk,performance_pk,performance_pkatt,performance_crdy,performance_crdr,progression_prgc,progression_prgp,progression_prgr,per_90_minutes_gls,per_90_minutes_ast,per_90_minutes_g+a,per_90_minutes_g-pk,per_90_minutes_g+a-pk,matches,playing_time_mp
2002-2003,LaLiga,Real Madrid,Iker Casillas,es ESP,GK,21.0,38.0,38.0,3420.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0
2002-2003,LaLiga,Real Madrid,Roberto Carlos,br BRA,DF,29.0,37.0,37.0,3311.0,36.8,5.0,7.0,12.0,5.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.14,0.19,0.33,0.14,0.33,Matches,0.0
2002-2003,LaLiga,Real Madrid,Míchel Salgado,es ESP,DF,26.0,35.0,35.0,3014.0,33.5,0.0,2.0,2.0,0.0,0.0,0.0,12.0,2.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.06,Matches,0.0
2002-2003,LaLiga,Real Madrid,Iván Helguera,es ESP,"DF,MF",27.0,33.0,33.0,2889.0,32.1,6.0,1.0,7.0,6.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.19,0.03,0.22,0.19,0.22,Matches,0.0
2002-2003,LaLiga,Real Madrid,Luís Figo,pt POR,"FW,MF",29.0,33.0,33.0,2724.0,30.3,10.0,14.0,24.0,4.0,6.0,7.0,4.0,1.0,0.0,0.0,0.0,0.33,0.46,0.79,0.13,0.59,Matches,0.0
2002-2003,LaLiga,Real Madrid,Zinédine Zidane,fr FRA,MF,30.0,33.0,32.0,2703.0,30.0,9.0,9.0,18.0,9.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.3,0.3,0.6,0.3,0.6,Matches,0.0
2002-2003,LaLiga,Real Madrid,Raúl,es ESP,FW,25.0,31.0,30.0,2686.0,29.8,16.0,10.0,26.0,16.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.54,0.34,0.87,0.54,0.87,Matches,0.0
2002-2003,LaLiga,Real Madrid,Claude Makélélé,fr FRA,MF,29.0,29.0,29.0,2515.0,27.9,0.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04,Matches,0.0
2002-2003,LaLiga,Real Madrid,Ronaldo,br BRA,FW,25.0,31.0,29.0,2422.0,26.9,23.0,4.0,27.0,23.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.85,0.15,1.0,0.85,1.0,Matches,0.0
2002-2003,LaLiga,Real Madrid,Fernando Hierro,es ESP,"DF,MF",34.0,25.0,25.0,2223.0,24.7,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0
2002-2003,LaLiga,Real Madrid,Flávio Conceição,br BRA,MF,28.0,22.0,21.0,1679.0,18.7,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05,Matches,0.0
2002-2003,LaLiga,Real Madrid,Guti,es ESP,"FW,MF",25.0,34.0,18.0,1793.0,19.9,4.0,5.0,9.0,4.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.2,0.25,0.45,0.2,0.45,Matches,0.0
2002-2003,LaLiga,Real Madrid,Esteban Cambiasso,ar ARG,MF,21.0,24.0,18.0,1460.0,16.2,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.0,0.12,Matches,0.0
2002-2003,LaLiga,Real Madrid,Francisco Pavón,es ESP,DF,22.0,22.0,17.0,1577.0,17.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0
2002-2003,LaLiga,Real Madrid,Santiago Solari,ar ARG,MF,25.0,28.0,6.0,780.0,8.7,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.0,0.12,Matches,0.0
2002-2003,LaLiga,Real Madrid,Steve McManaman,eng ENG,MF,30.0,15.0,6.0,587.0,6.5,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.31,0.46,0.15,0.46,Matches,0.0
2002-2003,LaLiga,Real Madrid,Óscar Miñambres,es ESP,"DF,MF",21.0,16.0,5.0,687.0,7.6,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.26,0.0,0.26,Matches,0.0
