Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Unnamed: 24_level_0_Matches,Playing Time_MP,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Unnamed: 33_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,P_l,P_l.1,P_l.2,P_l.3,P_e,P_e.1,P_e.2,P_e.3,P_e.4,P_e.5,P_e.6,P_e.7,E_x,E_x.1,E_x.2,E_x.3,P_r,P_r.1,P_r.2,P_e.8,P_e.9,P_e.10,P_e.11,P_e.12,P_e.13,P_e.14,P_e.15,P_e.16,P_e.17,U_n.4,U_n.5
2015-2016,EPL,Leicester City,Wes Morgan,jm JAM,DF,31.0,,38.0,3420.0,38.0,2.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,,,,0.05,0.0,0.05,0.05,0.05,Matches,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-2016,EPL,Leicester City,Kasper Schmeichel,dk DEN,GK,28.0,,38.0,3420.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-2016,EPL,Leicester City,Jamie Vardy,eng ENG,FW,28.0,,36.0,3133.0,34.8,24.0,6.0,30.0,19.0,5.0,6.0,6.0,1.0,,,,0.69,0.17,0.86,0.55,0.72,Matches,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-2016,EPL,Leicester City,Riyad Mahrez,dz ALG,MF,24.0,,36.0,3034.0,33.7,17.0,11.0,28.0,13.0,4.0,6.0,1.0,0.0,,,,0.5,0.33,0.83,0.39,0.71,Matches,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-2016,EPL,Leicester City,Robert Huth,de GER,DF,30.0,,35.0,3150.0,35.0,3.0,0.0,3.0,3.0,0.0,0.0,8.0,0.0,,,,0.09,0.0,0.09,0.09,0.09,Matches,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-2016,EPL,Leicester City,Danny Drinkwater,eng ENG,MF,25.0,,35.0,3033.0,33.7,3.0,7.0,10.0,3.0,0.0,0.0,4.0,1.0,,,,0.09,0.21,0.3,0.09,0.3,Matches,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-2016,EPL,Leicester City,Marc Albrighton,eng ENG,MF,25.0,,34.0,2749.0,30.5,2.0,6.0,8.0,2.0,0.0,0.0,4.0,0.0,,,,0.07,0.2,0.26,0.07,0.26,Matches,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-2016,EPL,Leicester City,N'Golo Kanté,fr FRA,MF,24.0,,33.0,3022.0,33.6,1.0,4.0,5.0,1.0,0.0,0.0,3.0,0.0,,,,0.03,0.12,0.15,0.03,0.15,Matches,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-2016,EPL,Leicester City,Christian Fuchs,at AUT,DF,29.0,,30.0,2711.0,30.1,0.0,4.0,4.0,0.0,0.0,0.0,4.0,0.0,,,,0.0,0.13,0.13,0.0,0.13,Matches,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-2016,EPL,Leicester City,Danny Simpson,eng ENG,DF,28.0,,30.0,2610.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
