Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Unnamed: 17_level_0_Matches,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Unnamed: 21_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,U_n.4,P_e,P_e.1,P_e.2,P_e.3,P_e.4,P_e.5,P_e.6,P_e.7,P_e.8,P_e.9,P_e.10,P_e.11,P_e.12,A_e,A_e.1,A_e.2,U_n.5
2008-2009,LaLiga,Barcelona,Víctor Valdés,es ESP,GK,26.0,35.0,3.0,0.0,,0.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-2009,LaLiga,Barcelona,Xavi,es ESP,MF,28.0,33.0,4.0,0.0,,25.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-2009,LaLiga,Barcelona,Samuel Eto'o,cm CMR,FW,27.0,32.5,9.0,0.0,,32.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-2009,LaLiga,Barcelona,Dani Alves,br BRA,"DF,MF",25.0,32.5,10.0,0.0,,77.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-2009,LaLiga,Barcelona,Lionel Messi,ar ARG,"FW,MF",21.0,28.0,2.0,0.0,,26.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-2009,LaLiga,Barcelona,Carles Puyol,es ESP,DF,30.0,26.5,4.0,0.0,,25.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-2009,LaLiga,Barcelona,Gerard Piqué,es ESP,DF,21.0,24.5,6.0,2.0,,33.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-2009,LaLiga,Barcelona,Éric Abidal,fr FRA,DF,28.0,23.5,5.0,1.0,,26.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-2009,LaLiga,Barcelona,Thierry Henry,fr FRA,FW,30.0,23.5,3.0,0.0,,37.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-2009,LaLiga,Barcelona,Rafael Márquez,mx MEX,"DF,MF",29.0,22.1,6.0,1.0,,19.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-2009,LaLiga,Barcelona,Yaya Touré,ci CIV,MF,25.0,21.4,4.0,0.0,,28.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-2009,LaLiga,Barcelona,Andrés Iniesta,es ESP,MF,24.0,21.1,3.0,0.0,,17.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-2009,LaLiga,Barcelona,Seydou Keita,ml MLI,MF,28.0,17.0,0.0,1.0,,35.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-2009,LaLiga,Barcelona,Sergio Busquets,es ESP,MF,20.0,17.1,9.0,0.0,,45.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-2009,LaLiga,Barcelona,Eiður Guðjohnsen,is ISL,"FW,MF",29.0,11.5,2.0,0.0,,15.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-2009,LaLiga,Barcelona,Sylvinho,br BRA,DF,34.0,9.8,0.0,0.0,,2.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-2009,LaLiga,Barcelona,Martín Cáceres,uy URU,DF,21.0,8.7,0.0,0.0,,5.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-2009,LaLiga,Barcelona,Alexander Hleb,by BLR,MF,27.0,8.1,0.0,0.0,,20.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-2009,LaLiga,Barcelona,Bojan Krkić,es ESP,"FW,MF",17.0,8.2,3.0,0.0,,6.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-2009,LaLiga,Barcelona,Pedro,es ESP,"FW,MF",21.0,3.9,0.0,0.0,,5.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-2009,LaLiga,Barcelona,Víctor Sánchez,es ESP,"DF,MF",20.0,2.8,0.0,0.0,,6.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-2009,LaLiga,Barcelona,José Manuel Pinto,es ESP,GK,32.0,2.0,0.0,0.0,,0.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-2009,LaLiga,Barcelona,Xavi Torres,es ESP,MF,21.0,2.0,1.0,0.0,,6.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-2009,LaLiga,Barcelona,Oier Olazábal,es ESP,GK,18.0,1.0,0.0,0.0,,0.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-2009,LaLiga,Barcelona,Marc Muniesa,es ESP,"DF,MF",16.0,0.3,0.0,1.0,,1.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
