Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_PK,Standard_PKatt,Unnamed: 16_level_0_Matches,Standard_FK,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Unnamed: 22_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,U_n.4,S_t,S_t.1,S_t.2,S_t.3,S_t.4,S_t.5,S_t.6,S_t.7,S_t.8,S_t.9,S_t.10,S_t.11,E_x,E_x.1,E_x.2,E_x.3,E_x.4,U_n.5
2007-2008,EPL,Manchester Utd,Rio Ferdinand,eng ENG,DF,28.0,33.8,2.0,,6.0,,,0.18,,0.33,,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-2008,EPL,Manchester Utd,Wes Brown,eng ENG,DF,27.0,33.7,1.0,,4.0,,,0.12,,0.25,,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-2008,EPL,Manchester Utd,Patrice Evra,fr FRA,DF,26.0,31.3,0.0,,2.0,,,0.06,,0.0,,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-2008,EPL,Manchester Utd,Nemanja Vidić,rs SRB,DF,25.0,29.6,1.0,,5.0,,,0.17,,0.2,,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-2008,EPL,Manchester Utd,Cristiano Ronaldo,pt POR,"FW,MF",22.0,30.5,31.0,,89.0,,,2.92,,0.3,,4.0,5.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-2008,EPL,Manchester Utd,Carlos Tevez,ar ARG,"FW,MF",23.0,29.7,14.0,,52.0,,,1.75,,0.27,,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-2008,EPL,Manchester Utd,Edwin van der Sar,nl NED,GK,36.0,28.5,0.0,,0.0,,,0.0,,,,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-2008,EPL,Manchester Utd,Ryan Giggs,wls WAL,"FW,MF",33.0,24.8,3.0,,18.0,,,0.73,,0.17,,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-2008,EPL,Manchester Utd,Wayne Rooney,eng ENG,"FW,MF",21.0,24.2,12.0,,53.0,,,2.19,,0.23,,0.0,1.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-2008,EPL,Manchester Utd,Michael Carrick,eng ENG,MF,26.0,24.5,2.0,,8.0,,,0.33,,0.25,,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-2008,EPL,Manchester Utd,Paul Scholes,eng ENG,MF,32.0,20.4,1.0,,6.0,,,0.29,,0.17,,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-2008,EPL,Manchester Utd,Nani,pt POR,"FW,MF",20.0,17.5,3.0,,23.0,,,1.32,,0.13,,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-2008,EPL,Manchester Utd,Owen Hargreaves,eng ENG,MF,26.0,17.0,2.0,,6.0,,,0.35,,0.33,,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-2008,EPL,Manchester Utd,Anderson,br BRA,MF,19.0,16.5,0.0,,7.0,,,0.42,,0.0,,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-2008,EPL,Manchester Utd,John O'Shea,ie IRL,"DF,MF",26.0,12.7,0.0,,2.0,,,0.16,,0.0,,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-2008,EPL,Manchester Utd,Tomasz Kuszczak,pl POL,GK,25.0,8.5,0.0,,0.0,,,0.0,,,,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-2008,EPL,Manchester Utd,Park Ji-sung,kr KOR,MF,26.0,7.0,1.0,,2.0,,,0.29,,0.5,,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-2008,EPL,Manchester Utd,Louis Saha,fr FRA,FW,28.0,8.2,5.0,,9.0,,,1.09,,0.33,,2.0,2.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-2008,EPL,Manchester Utd,Darren Fletcher,sct SCO,MF,23.0,7.3,0.0,,4.0,,,0.55,,0.0,,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
