Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_GA,Performance_GA90,Performance_SoTA,Performance_Saves,Performance_Save%,Performance_W,Performance_D,Performance_L,Performance_CS,Performance_CS%,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Penalty Kicks_Save%,Unnamed: 23_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,P_l,P_l.1,P_l.2,P_l.3,P_e,P_e.1,P_e.2,P_e.3,P_e.4,P_e.5,P_e.6,P_e.7,P_e.8,P_e.9,P_e.10,P_e.11,P_e.12,P_e.13,P_e.14,U_n.4
2004-2005,Bundesliga,Bayern Munich,Oliver Kahn,de GER,GK,35.0,32.0,32.0,2790.0,31.0,30.0,0.97,132.0,102.0,77.3,22.0,5.0,5.0,13.0,40.6,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-2005,Bundesliga,Bayern Munich,Michael Rensing,de GER,GK,20.0,4.0,2.0,270.0,3.0,3.0,1.0,14.0,11.0,78.6,2.0,0.0,0.0,1.0,50.0,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-2005,Bundesliga,Bayern Munich,Squad Total,,,27.8,34.0,34.0,3060.0,,33.0,0.97,146.0,113.0,77.4,24.0,5.0,5.0,14.0,41.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-2005,Bundesliga,Bayern Munich,Opponent Total,,,27.0,34.0,34.0,,,,,,,,5.0,5.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-2005,Bundesliga,Schalke 04,Frank Rost,de GER,GK,31.0,31.0,31.0,2790.0,31.0,41.0,1.32,148.0,107.0,72.3,19.0,2.0,10.0,8.0,25.8,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-2005,Bundesliga,Schalke 04,Christofer Heimeroth,de GER,GK,22.0,3.0,3.0,270.0,3.0,5.0,1.67,15.0,10.0,66.7,1.0,1.0,1.0,1.0,33.3,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-2005,Bundesliga,Schalke 04,Squad Total,,,27.5,34.0,34.0,3060.0,,46.0,1.35,163.0,117.0,71.8,20.0,3.0,11.0,9.0,26.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-2005,Bundesliga,Schalke 04,Opponent Total,,,26.9,34.0,34.0,,,,,,,,11.0,3.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-2005,Bundesliga,Werder Bremen,Andreas Reinke,de GER,GK,35.0,34.0,34.0,3060.0,34.0,37.0,1.09,179.0,142.0,79.3,18.0,5.0,11.0,9.0,26.5,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-2005,Bundesliga,Werder Bremen,Squad Total,,,26.8,34.0,34.0,3060.0,,37.0,1.09,179.0,142.0,79.3,18.0,5.0,11.0,9.0,26.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
