Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Unnamed: 17_level_0_Matches,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Unnamed: 21_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,U_n.4,P_e,P_e.1,P_e.2,P_e.3,P_e.4,P_e.5,P_e.6,P_e.7,P_e.8,P_e.9,P_e.10,P_e.11,P_e.12,A_e,A_e.1,A_e.2,U_n.5
2020-2021,Ligue1,Lille,Mike Maignan,fr FRA,GK,25.0,38.0,1.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,62.0,10.0,1.0,90.9,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,Ligue1,Lille,Sven Botman,nl NED,DF,20.0,36.8,2.0,0.0,0.0,14.0,25.0,2.0,1.0,57.0,21.0,0.0,0.0,0.0,,196.0,118.0,55.0,68.2,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,Ligue1,Lille,José Fonte,pt POR,DF,36.0,35.4,7.0,0.0,0.0,30.0,13.0,0.0,12.0,36.0,29.0,1.0,1.0,1.0,,199.0,79.0,28.0,73.8,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,Ligue1,Lille,Benjamin André,fr FRA,MF,29.0,32.1,10.0,0.0,0.0,70.0,53.0,0.0,14.0,76.0,68.0,0.0,0.0,0.0,,276.0,84.0,83.0,50.3,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,Ligue1,Lille,Jonathan Bamba,fr FRA,MF,24.0,33.2,2.0,0.0,0.0,27.0,67.0,3.0,146.0,24.0,23.0,1.0,0.0,0.0,,238.0,15.0,27.0,35.7,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,Ligue1,Lille,Jonathan David,ca CAN,FW,20.0,26.2,0.0,0.0,0.0,33.0,43.0,5.0,8.0,3.0,10.0,2.0,0.0,0.0,,74.0,15.0,67.0,18.3,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,Ligue1,Lille,Zeki Çelik,tr TUR,DF,23.0,26.5,8.0,0.0,0.0,56.0,15.0,2.0,61.0,38.0,33.0,0.0,0.0,1.0,,150.0,25.0,22.0,53.2,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,Ligue1,Lille,Jonathan Ikone,fr FRA,"MF,FW",22.0,24.2,0.0,0.0,0.0,13.0,23.0,6.0,7.0,7.0,12.0,0.0,0.0,0.0,,96.0,17.0,40.0,29.8,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,Ligue1,Lille,Reinildo Mandava,mz MOZ,DF,26.0,24.2,2.0,1.0,0.0,38.0,35.0,2.0,82.0,45.0,43.0,0.0,0.0,0.0,,156.0,52.0,17.0,75.4,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,Ligue1,Lille,Burak Yılmaz,tr TUR,FW,35.0,22.8,6.0,0.0,0.0,33.0,37.0,29.0,12.0,5.0,6.0,1.0,0.0,0.0,,45.0,37.0,60.0,38.1,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,Ligue1,Lille,Boubakary Soumaré,fr FRA,MF,21.0,21.3,3.0,0.0,0.0,23.0,16.0,0.0,1.0,39.0,29.0,0.0,0.0,0.0,,148.0,30.0,18.0,62.5,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,Ligue1,Lille,Luiz Araújo,br BRA,MF,24.0,16.6,5.0,0.0,0.0,24.0,18.0,0.0,27.0,11.0,25.0,0.0,0.0,0.0,,88.0,10.0,20.0,33.3,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,Ligue1,Lille,Renato Sanches,pt POR,MF,22.0,14.1,4.0,0.0,0.0,27.0,27.0,2.0,46.0,13.0,7.0,0.0,0.0,0.0,,111.0,8.0,20.0,28.6,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,Ligue1,Lille,Domagoj Bradarić,hr CRO,DF,20.0,14.0,4.0,0.0,0.0,17.0,13.0,0.0,53.0,26.0,18.0,0.0,1.0,0.0,,83.0,19.0,26.0,42.2,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,Ligue1,Lille,Xeka,pt POR,MF,25.0,13.3,6.0,0.0,0.0,28.0,27.0,0.0,22.0,20.0,17.0,0.0,0.0,0.0,,83.0,16.0,19.0,45.7,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,Ligue1,Lille,Yusuf Yazıcı,tr TUR,"FW,MF",23.0,12.1,1.0,0.0,0.0,13.0,10.0,7.0,93.0,2.0,5.0,0.0,0.0,0.0,,54.0,4.0,15.0,21.1,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,Ligue1,Lille,Tiago Djaló,pt POR,DF,20.0,9.7,4.0,1.0,1.0,15.0,9.0,1.0,6.0,9.0,13.0,0.0,0.0,0.0,,65.0,10.0,7.0,58.8,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,Ligue1,Lille,Timothy Weah,us USA,"FW,MF",20.0,9.8,1.0,0.0,0.0,14.0,7.0,4.0,21.0,4.0,7.0,0.0,0.0,0.0,,33.0,11.0,20.0,35.5,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,Ligue1,Lille,Jérémy Pied,fr FRA,DF,31.0,3.5,1.0,0.0,0.0,6.0,2.0,0.0,19.0,6.0,0.0,0.0,0.0,0.0,,30.0,5.0,8.0,38.5,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,Ligue1,Lille,Isaac Lihadji,fr FRA,"MF,FW",18.0,2.2,0.0,0.0,0.0,3.0,1.0,1.0,6.0,1.0,4.0,0.0,0.0,0.0,,20.0,2.0,5.0,28.6,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,Ligue1,Lille,Adama Soumaoro,fr FRA,DF,28.0,1.6,1.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,9.0,5.0,0.0,100.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,Ligue1,Lille,Squad Total,,,25.4,38.0,68.0,2.0,1.0,487.0,450.0,64.0,637.0,424.0,370.0,5.0,2.0,2.0,,2216.0,572.0,558.0,50.6,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,Ligue1,Lille,Opponent Total,,,26.2,38.0,76.0,7.0,5.0,473.0,462.0,26.0,638.0,520.0,409.0,1.0,5.0,2.0,,2129.0,558.0,572.0,49.4,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,Ligue1,Paris S-G,Keylor Navas,cr CRC,GK,33.0,28.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,43.0,4.0,1.0,80.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,Ligue1,Paris S-G,Kylian Mbappé,fr FRA,FW,21.0,26.4,5.0,0.0,0.0,23.0,38.0,17.0,53.0,3.0,2.0,4.0,0.0,0.0,,59.0,5.0,14.0,26.3,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,Ligue1,Paris S-G,Presnel Kimpembe,fr FRA,DF,24.0,25.6,6.0,1.0,0.0,31.0,25.0,0.0,0.0,30.0,28.0,0.0,0.0,0.0,,163.0,37.0,24.0,60.7,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,Ligue1,Paris S-G,Marquinhos,br BRA,DF,26.0,23.6,2.0,0.0,0.0,14.0,5.0,1.0,1.0,27.0,21.0,0.0,0.0,0.0,,149.0,49.0,28.0,63.6,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,Ligue1,Paris S-G,Ángel Di María,ar ARG,"FW,MF",32.0,20.6,1.0,0.0,0.0,11.0,26.0,8.0,188.0,6.0,17.0,1.0,0.0,0.0,,59.0,0.0,1.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,Ligue1,Paris S-G,Moise Kean,it ITA,FW,20.0,18.9,4.0,0.0,0.0,33.0,6.0,5.0,8.0,8.0,8.0,0.0,0.0,0.0,,46.0,14.0,14.0,50.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,Ligue1,Paris S-G,Idrissa Gana Gueye,sn SEN,MF,30.0,17.6,3.0,0.0,0.0,35.0,19.0,0.0,7.0,20.0,35.0,0.0,0.0,0.0,,145.0,25.0,19.0,56.8,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,Ligue1,Paris S-G,Ander Herrera,es ESP,MF,30.0,20.6,6.0,0.0,0.0,32.0,16.0,0.0,13.0,31.0,35.0,0.0,0.0,0.0,,139.0,8.0,12.0,40.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,Ligue1,Paris S-G,Mitchel Bakker,nl NED,DF,20.0,18.8,1.0,0.0,0.0,16.0,9.0,3.0,51.0,22.0,30.0,0.0,0.0,0.0,,124.0,23.0,13.0,63.9,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,Ligue1,Paris S-G,Alessandro Florenzi,it ITA,DF,29.0,17.1,1.0,0.0,0.0,10.0,7.0,2.0,80.0,17.0,16.0,0.0,0.0,0.0,,86.0,13.0,20.0,39.4,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,Ligue1,Paris S-G,Abdou Diallo,sn SEN,DF,24.0,16.6,3.0,2.0,1.0,17.0,9.0,1.0,12.0,25.0,11.0,0.0,1.0,0.0,,96.0,23.0,13.0,63.9,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,Ligue1,Paris S-G,Thilo Kehrer,de GER,DF,23.0,18.0,3.0,0.0,0.0,26.0,9.0,1.0,10.0,15.0,26.0,0.0,0.0,0.0,,106.0,30.0,19.0,61.2,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
