Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Unnamed: 21_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,U_n.4,S_C,S_C.1,S_C.2,S_C.3,S_C.4,S_C.5,S_C.6,S_C.7,G_C,G_C.1,G_C.2,G_C.3,G_C.4,G_C.5,G_C.6,G_C.7,U_n.5
2020-2021,Ligue1,Lille,Mike Maignan,fr FRA,GK,25.0,38.0,5.0,0.13,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,Ligue1,Lille,Sven Botman,nl NED,DF,20.0,36.8,21.0,0.57,20.0,0.0,1.0,0.0,0.0,0.0,2.0,0.05,2.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,Ligue1,Lille,José Fonte,pt POR,DF,36.0,35.4,35.0,0.99,29.0,1.0,0.0,2.0,3.0,0.0,5.0,0.14,3.0,0.0,0.0,1.0,1.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,Ligue1,Lille,Benjamin André,fr FRA,MF,29.0,32.1,64.0,2.0,55.0,0.0,3.0,2.0,4.0,0.0,5.0,0.16,4.0,0.0,0.0,0.0,1.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,Ligue1,Lille,Jonathan Bamba,fr FRA,MF,24.0,33.2,121.0,3.65,77.0,24.0,6.0,5.0,7.0,2.0,16.0,0.48,11.0,2.0,1.0,1.0,1.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,Ligue1,Lille,Jonathan David,ca CAN,FW,20.0,26.2,72.0,2.75,55.0,1.0,4.0,6.0,6.0,0.0,13.0,0.5,9.0,0.0,1.0,1.0,2.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,Ligue1,Lille,Zeki Çelik,tr TUR,DF,23.0,26.5,53.0,2.0,47.0,1.0,0.0,2.0,1.0,2.0,7.0,0.26,7.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,Ligue1,Lille,Jonathan Ikone,fr FRA,"MF,FW",22.0,24.2,63.0,2.6,40.0,1.0,11.0,8.0,2.0,1.0,10.0,0.41,5.0,0.0,1.0,3.0,1.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,Ligue1,Lille,Reinildo Mandava,mz MOZ,DF,26.0,24.2,44.0,1.82,39.0,1.0,2.0,0.0,0.0,2.0,5.0,0.21,5.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,Ligue1,Lille,Burak Yılmaz,tr TUR,FW,35.0,22.8,55.0,2.41,41.0,0.0,1.0,1.0,12.0,0.0,9.0,0.39,8.0,0.0,0.0,0.0,1.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
