Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Unnamed: 19_level_0_Ast,Unnamed: 20_level_0_xAG,Unnamed: 21_level_0_xA,Unnamed: 22_level_0_A-xAG,Unnamed: 23_level_0_KP,Unnamed: 24_level_0_1/3,Unnamed: 25_level_0_PPA,Unnamed: 26_level_0_CrsPA,Unnamed: 27_level_0_PrgP,Unnamed: 28_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,U_n.4,T_o,T_o.1,T_o.2,T_o.3,T_o.4,S_h,S_h.1,S_h.2,M_e,M_e.1,M_e.2,L_o,L_o.1,L_o.2,U_n.5,U_n.6,E_x,E_x.1,U_n.7,U_n.8,U_n.9,U_n.10,U_n.11,U_n.12,Expected_xA,Expected_A-xAG
2020-2021,Ligue1,Lille,Mike Maignan,fr FRA,GK,25.0,38.0,779.0,1071.0,72.7,20474.0,15076.0,167.0,168.0,99.4,376.0,378.0,99.5,225.0,507.0,44.4,0.0,0.1,0.1,-0.1,1.0,10.0,3.0,0.0,4.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,Ligue1,Lille,Sven Botman,nl NED,DF,20.0,36.8,2249.0,2605.0,86.3,42850.0,16766.0,830.0,902.0,92.0,1165.0,1262.0,92.3,221.0,377.0,58.6,0.0,0.3,0.9,-0.3,5.0,165.0,4.0,0.0,183.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,Ligue1,Lille,José Fonte,pt POR,DF,36.0,35.4,2146.0,2386.0,89.9,41831.0,14904.0,723.0,784.0,92.2,1171.0,1232.0,95.0,226.0,321.0,70.4,0.0,0.5,1.0,-0.5,10.0,139.0,9.0,3.0,137.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,Ligue1,Lille,Benjamin André,fr FRA,MF,29.0,32.1,1703.0,2040.0,83.5,26480.0,7377.0,886.0,984.0,90.0,606.0,706.0,85.8,124.0,189.0,65.6,1.0,1.1,1.6,-0.1,22.0,194.0,7.0,4.0,200.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,Ligue1,Lille,Jonathan Bamba,fr FRA,MF,24.0,33.2,1305.0,1680.0,77.7,19157.0,4900.0,751.0,841.0,89.3,374.0,472.0,79.2,104.0,210.0,49.5,9.0,5.1,5.4,3.9,64.0,94.0,43.0,9.0,128.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,Ligue1,Lille,Jonathan David,ca CAN,FW,20.0,26.2,444.0,577.0,76.9,5348.0,916.0,260.0,321.0,81.0,121.0,149.0,81.2,6.0,11.0,54.5,2.0,2.6,2.1,-0.6,35.0,33.0,16.0,1.0,47.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,Ligue1,Lille,Zeki Çelik,tr TUR,DF,23.0,26.5,1273.0,1648.0,77.2,19810.0,7827.0,673.0,745.0,90.3,470.0,592.0,79.4,80.0,183.0,43.7,2.0,2.0,2.6,0.0,22.0,85.0,19.0,8.0,102.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,Ligue1,Lille,Jonathan Ikone,fr FRA,"MF,FW",22.0,24.2,608.0,760.0,80.0,9085.0,2004.0,327.0,389.0,84.1,197.0,233.0,84.5,38.0,57.0,66.7,5.0,2.9,2.1,2.1,24.0,54.0,22.0,0.0,73.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,Ligue1,Lille,Reinildo Mandava,mz MOZ,DF,26.0,24.2,1258.0,1592.0,79.0,19039.0,6082.0,696.0,772.0,90.2,450.0,545.0,82.6,74.0,178.0,41.6,0.0,1.4,1.9,-1.4,18.0,88.0,28.0,15.0,117.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,Ligue1,Lille,Burak Yılmaz,tr TUR,FW,35.0,22.8,389.0,516.0,75.4,4972.0,648.0,251.0,300.0,83.7,97.0,124.0,78.2,11.0,17.0,64.7,5.0,4.2,2.2,0.8,28.0,18.0,6.0,0.0,27.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,Ligue1,Lille,Boubakary Soumaré,fr FRA,MF,21.0,21.3,1350.0,1556.0,86.8,23263.0,6760.0,616.0,703.0,87.6,564.0,616.0,91.6,127.0,176.0,72.2,1.0,0.9,1.2,0.1,13.0,194.0,8.0,0.0,181.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,Ligue1,Lille,Luiz Araújo,br BRA,MF,24.0,16.6,455.0,606.0,75.1,7916.0,2031.0,224.0,271.0,82.7,169.0,213.0,79.3,50.0,80.0,62.5,2.0,2.0,2.7,0.0,22.0,42.0,20.0,2.0,65.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,Ligue1,Lille,Renato Sanches,pt POR,MF,22.0,14.1,818.0,994.0,82.3,15287.0,4204.0,361.0,406.0,88.9,308.0,360.0,85.6,125.0,171.0,73.1,3.0,2.0,1.6,1.0,17.0,114.0,11.0,0.0,115.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,Ligue1,Lille,Domagoj Bradarić,hr CRO,DF,20.0,14.0,722.0,911.0,79.3,10395.0,2747.0,428.0,465.0,92.0,221.0,288.0,76.7,43.0,95.0,45.3,2.0,0.9,0.9,1.1,11.0,44.0,10.0,5.0,44.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,Ligue1,Lille,Xeka,pt POR,MF,25.0,13.3,774.0,880.0,88.0,13549.0,3380.0,358.0,383.0,93.5,306.0,341.0,89.7,84.0,110.0,76.4,2.0,2.3,1.7,-0.3,19.0,90.0,10.0,2.0,83.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,Ligue1,Lille,Yusuf Yazıcı,tr TUR,"FW,MF",23.0,12.1,372.0,552.0,67.4,5679.0,1714.0,196.0,237.0,82.7,113.0,161.0,70.2,34.0,95.0,35.8,4.0,4.0,3.0,0.0,36.0,25.0,16.0,2.0,52.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,Ligue1,Lille,Tiago Djaló,pt POR,DF,20.0,9.7,614.0,711.0,86.4,10483.0,3256.0,279.0,302.0,92.4,263.0,293.0,89.8,51.0,79.0,64.6,0.0,0.1,0.4,-0.1,3.0,46.0,2.0,1.0,37.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,Ligue1,Lille,Timothy Weah,us USA,"FW,MF",20.0,9.8,226.0,306.0,73.9,2732.0,657.0,136.0,162.0,84.0,56.0,79.0,70.9,7.0,20.0,35.0,0.0,1.2,0.9,-1.2,5.0,14.0,8.0,0.0,19.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,Ligue1,Lille,Jérémy Pied,fr FRA,DF,31.0,3.5,221.0,284.0,77.8,3658.0,1364.0,112.0,132.0,84.8,81.0,97.0,83.5,18.0,36.0,50.0,0.0,0.6,0.6,-0.6,6.0,28.0,8.0,6.0,33.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,Ligue1,Lille,Isaac Lihadji,fr FRA,"MF,FW",18.0,2.2,70.0,101.0,69.3,1107.0,376.0,38.0,49.0,77.6,22.0,31.0,71.0,7.0,12.0,58.3,1.0,0.5,0.6,0.5,4.0,8.0,1.0,0.0,10.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,Ligue1,Lille,Adama Soumaoro,fr FRA,DF,28.0,1.6,110.0,116.0,94.8,2218.0,864.0,30.0,32.0,93.8,65.0,67.0,97.0,13.0,14.0,92.9,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,Ligue1,Lille,Squad Total,,,25.4,38.0,17886.0,21892.0,81.7,305333.0,103853.0,8342.0,9348.0,89.2,7195.0,8239.0,87.3,1668.0,2938.0,56.8,39.0,34.4,33.6,4.6,365.0,1488.0,251.0,58.0,1660.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,Ligue1,Lille,Opponent Total,,,26.2,38.0,14859.0,18810.0,79.0,271281.0,97669.0,6344.0,7285.0,87.1,6419.0,7470.0,85.9,1722.0,3095.0,55.6,17.0,22.5,20.6,-5.5,245.0,886.0,181.0,60.0,1258.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,Ligue1,Paris S-G,Keylor Navas,cr CRC,GK,33.0,28.0,652.0,742.0,87.9,15472.0,10696.0,150.0,151.0,99.3,339.0,343.0,98.8,159.0,244.0,65.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,Ligue1,Paris S-G,Kylian Mbappé,fr FRA,FW,21.0,26.4,789.0,1024.0,77.1,9441.0,1655.0,557.0,655.0,85.0,159.0,195.0,81.5,20.0,49.0,40.8,7.0,4.8,5.4,2.2,33.0,51.0,33.0,4.0,80.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,Ligue1,Paris S-G,Presnel Kimpembe,fr FRA,DF,24.0,25.6,1874.0,1975.0,94.9,30921.0,11470.0,870.0,895.0,97.2,868.0,905.0,95.9,98.0,120.0,81.7,0.0,0.4,1.0,-0.4,4.0,109.0,2.0,0.0,117.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,Ligue1,Paris S-G,Marquinhos,br BRA,DF,26.0,23.6,1612.0,1739.0,92.7,29531.0,11111.0,646.0,672.0,96.1,779.0,818.0,95.2,152.0,196.0,77.6,1.0,0.2,0.8,0.8,3.0,144.0,12.0,1.0,117.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,Ligue1,Paris S-G,Ángel Di María,ar ARG,"FW,MF",32.0,20.6,885.0,1220.0,72.5,14565.0,5035.0,470.0,534.0,88.0,266.0,375.0,70.9,102.0,194.0,52.6,9.0,11.2,10.4,-2.2,69.0,106.0,76.0,12.0,159.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,Ligue1,Paris S-G,Moise Kean,it ITA,FW,20.0,18.9,243.0,313.0,77.6,3143.0,454.0,151.0,180.0,83.9,48.0,62.0,77.4,13.0,16.0,81.3,0.0,0.9,0.6,-0.9,8.0,10.0,7.0,0.0,22.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,Ligue1,Paris S-G,Idrissa Gana Gueye,sn SEN,MF,30.0,17.6,1569.0,1700.0,92.3,22966.0,6767.0,856.0,891.0,96.1,565.0,612.0,92.3,71.0,90.0,78.9,1.0,0.9,1.5,0.1,13.0,186.0,15.0,2.0,163.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,Ligue1,Paris S-G,Ander Herrera,es ESP,MF,30.0,20.6,1580.0,1750.0,90.3,22413.0,6708.0,917.0,972.0,94.3,506.0,552.0,91.7,70.0,104.0,67.3,3.0,3.1,3.0,-0.1,24.0,185.0,22.0,3.0,171.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,Ligue1,Paris S-G,Mitchel Bakker,nl NED,DF,20.0,18.8,1177.0,1334.0,88.2,15565.0,4196.0,750.0,792.0,94.7,340.0,394.0,86.3,31.0,64.0,48.4,2.0,1.9,2.4,0.1,16.0,75.0,21.0,9.0,77.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,Ligue1,Paris S-G,Alessandro Florenzi,it ITA,DF,29.0,17.1,815.0,1009.0,80.8,12776.0,3224.0,436.0,474.0,92.0,286.0,351.0,81.5,58.0,120.0,48.3,1.0,2.4,2.9,-1.4,18.0,45.0,25.0,16.0,63.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
