season,league,team,unnamed:_0_level_0_player,unnamed:_1_level_0_nation,unnamed:_2_level_0_pos,unnamed:_3_level_0_age,unnamed:_4_level_0_mp,playing_time_starts,playing_time_min,playing_time_90s,performance_gls,performance_ast,performance_g+a,performance_g-pk,performance_pk,performance_pkatt,performance_crdy,performance_crdr,progression_prgc,progression_prgp,progression_prgr,per_90_minutes_gls,per_90_minutes_ast,per_90_minutes_g+a,per_90_minutes_g-pk,per_90_minutes_g+a-pk,unnamed:_24_level_0_matches,playing_time_mp
2011-2012,Bundesliga,Dortmund,Robert Lewandowski,pl POL,FW,22.0,0.0,34.0,2868.0,31.9,22.0,7.0,29.0,22.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.69,0.22,0.91,0.69,0.91,Matches,34.0
2011-2012,Bundesliga,Dortmund,Mats Hummels,de GER,DF,22.0,0.0,33.0,2948.0,32.8,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.03,0.06,0.09,0.03,0.09,Matches,33.0
2011-2012,Bundesliga,Dortmund,Roman Weidenfeller,de GER,GK,30.0,0.0,32.0,2880.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,32.0
2011-2012,Bundesliga,Dortmund,Łukasz Piszczek,pl POL,"DF,MF",26.0,0.0,32.0,2798.0,31.1,4.0,7.0,11.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.13,0.23,0.35,0.13,0.35,Matches,32.0
2011-2012,Bundesliga,Dortmund,Shinji Kagawa,jp JPN,"FW,MF",22.0,0.0,29.0,2401.0,26.7,13.0,11.0,24.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.49,0.41,0.9,0.49,0.9,Matches,31.0
2011-2012,Bundesliga,Dortmund,Marcel Schmelzer,de GER,DF,23.0,0.0,28.0,2432.0,27.0,1.0,4.0,5.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.04,0.15,0.19,0.04,0.19,Matches,28.0
2011-2012,Bundesliga,Dortmund,Kevin Großkreutz,de GER,"DF,FW",23.0,0.0,26.0,2333.0,25.9,7.0,5.0,12.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.27,0.19,0.46,0.27,0.46,Matches,31.0
2011-2012,Bundesliga,Dortmund,Neven Subotić,rs SRB,DF,22.0,0.0,25.0,2205.0,24.5,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04,Matches,25.0
2011-2012,Bundesliga,Dortmund,Jakub Błaszczykowski,pl POL,MF,25.0,0.0,22.0,1966.0,21.8,6.0,8.0,14.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.27,0.37,0.64,0.23,0.6,Matches,29.0
2011-2012,Bundesliga,Dortmund,İlkay Gündoğan,de GER,MF,20.0,0.0,22.0,1905.0,21.2,3.0,3.0,6.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.14,0.14,0.28,0.14,0.28,Matches,28.0
2011-2012,Bundesliga,Dortmund,Sebastian Kehl,de GER,"DF,MF",31.0,0.0,21.0,1953.0,21.7,3.0,2.0,5.0,3.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.14,0.09,0.23,0.14,0.23,Matches,27.0
2011-2012,Bundesliga,Dortmund,Sven Bender,de GER,"DF,MF",22.0,0.0,21.0,1580.0,17.6,1.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.06,0.11,0.17,0.06,0.17,Matches,24.0
2011-2012,Bundesliga,Dortmund,Mario Götze,de GER,"FW,MF",19.0,0.0,14.0,1177.0,13.1,6.0,3.0,9.0,6.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.46,0.23,0.69,0.46,0.69,Matches,17.0
2011-2012,Bundesliga,Dortmund,Felipe Santana,br BRA,DF,25.0,0.0,10.0,947.0,10.5,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.1,Matches,13.0
2011-2012,Bundesliga,Dortmund,Ivan Perišić,hr CRO,"DF,FW",22.0,0.0,8.0,974.0,10.8,7.0,2.0,9.0,7.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.65,0.18,0.83,0.65,0.83,Matches,28.0
2011-2012,Bundesliga,Dortmund,Chris Löwe,de GER,"DF,MF",22.0,0.0,6.0,569.0,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,7.0
2011-2012,Bundesliga,Dortmund,Lucas Barrios,py PAR,FW,26.0,0.0,3.0,428.0,4.8,4.0,0.0,4.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.84,0.0,0.84,0.84,0.84,Matches,17.0
2011-2012,Bundesliga,Dortmund,Moritz Leitner,de GER,MF,18.0,0.0,2.0,480.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,17.0
2011-2012,Bundesliga,Dortmund,Patrick Owomoyela,de GER,"DF,MF",31.0,0.0,2.0,281.0,3.1,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.32,0.64,0.32,0.64,Matches,11.0
2011-2012,Bundesliga,Dortmund,Antônio da Silva,br BRA,MF,33.0,0.0,2.0,241.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,5.0
2011-2012,Bundesliga,Dortmund,Mitchell Langerak,au AUS,GK,22.0,0.0,2.0,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2.0
2011-2012,Bundesliga,Dortmund,Mohamed Zidan,eg EGY,FW,29.0,0.0,0.0,34.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2.0
