Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,Goals_GA,Goals_PKA,Goals_FK,Goals_CK,Goals_OG,Expected_PSxG,Expected_PSxG/SoT,Expected_PSxG+/-,Expected_/90,Launched_Cmp,Launched_Att,Launched_Cmp%,Passes_Att,Passes_Thr,Passes_Launch%,Passes_AvgLen,Goal Kicks_Att,Goal Kicks_Launch%,Goal Kicks_AvgLen,Crosses_Opp,Crosses_Stp,Crosses_Stp%,Sweeper_#OPA,Sweeper_#OPA/90,Sweeper_AvgDist,Unnamed: 30_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,U_n.4,G_o,G_o.1,G_o.2,G_o.3,G_o.4,E_x,E_x.1,E_x.2,E_x.3,L_a,L_a.1,L_a.2,P_a,P_a.1,P_a.2,P_a.3,G_o.5,G_o.6,G_o.7,C_r,C_r.1,C_r.2,S_w,S_w.1,S_w.2,U_n.5
2017-2018,Bundesliga,Bayern Munich,Sven Ulreich,de GER,GK,28.0,29.0,26.0,1.0,1.0,2.0,3.0,25.3,0.26,2.3,0.08,137.0,328.0,41.8,795.0,141.0,33.1,32.5,153.0,42.5,39.8,247.0,15.0,6.1,37.0,1.28,15.4,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Bundesliga,Bayern Munich,Manuel Neuer,de GER,GK,31.0,3.0,2.0,0.0,0.0,0.0,0.0,2.6,0.38,0.6,0.21,12.0,23.0,52.2,78.0,11.0,25.6,31.8,17.0,17.6,31.6,15.0,1.0,6.7,4.0,1.33,15.1,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Bundesliga,Bayern Munich,Tom Starke,de GER,GK,36.0,2.0,0.0,0.0,0.0,0.0,0.0,0.7,0.17,0.7,0.34,4.0,18.0,22.2,48.0,9.0,27.1,31.9,9.0,55.6,42.7,18.0,1.0,5.6,1.0,0.5,20.3,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Bundesliga,Bayern Munich,Squad Total,,,27.4,34.0,28.0,1.0,1.0,2.0,3.0,28.7,0.26,3.7,0.11,153.0,369.0,41.5,921.0,161.0,32.1,32.4,179.0,40.8,39.2,280.0,17.0,6.1,42.0,1.24,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Bundesliga,Bayern Munich,Opponent Total,,,25.3,34.0,92.0,6.0,1.0,10.0,2.0,75.5,0.3,-14.5,-0.43,269.0,751.0,35.8,900.0,139.0,54.8,41.8,361.0,71.5,52.2,742.0,43.0,5.8,29.0,0.85,11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Bundesliga,Schalke 04,Ralf Fährmann,de GER,GK,28.0,33.5,37.0,3.0,1.0,3.0,1.0,35.3,0.25,-0.7,-0.02,190.0,476.0,39.9,714.0,126.0,45.7,38.3,236.0,63.6,47.4,456.0,53.0,11.6,18.0,0.54,10.9,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Bundesliga,Schalke 04,Alexander Nübel,de GER,GK,20.0,0.5,0.0,0.0,0.0,0.0,0.0,0.3,0.14,0.3,0.55,5.0,13.0,38.5,13.0,3.0,46.2,39.2,9.0,77.8,52.4,7.0,0.0,0.0,1.0,2.0,30.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Bundesliga,Schalke 04,Squad Total,,,26.1,34.0,37.0,3.0,1.0,3.0,1.0,35.6,0.25,-0.4,-0.01,195.0,489.0,39.9,727.0,129.0,45.7,38.3,245.0,64.1,47.6,463.0,53.0,11.4,19.0,0.56,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Bundesliga,Schalke 04,Opponent Total,,,25.5,34.0,53.0,10.0,2.0,6.0,3.0,51.4,0.27,1.4,0.04,210.0,539.0,39.0,1198.0,178.0,33.0,33.3,219.0,65.8,49.7,456.0,31.0,6.8,29.0,0.85,13.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Bundesliga,Hoffenheim,Oliver Baumann,de GER,GK,27.0,34.0,48.0,3.0,1.0,9.0,2.0,42.6,0.27,-3.4,-0.1,223.0,590.0,37.8,1181.0,179.0,36.2,33.4,261.0,62.5,47.9,480.0,37.0,7.7,28.0,0.82,12.5,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
