Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Unnamed: 19_level_0_Ast,Unnamed: 20_level_0_xAG,Unnamed: 21_level_0_xA,Unnamed: 22_level_0_A-xAG,Unnamed: 23_level_0_KP,Unnamed: 24_level_0_1/3,Unnamed: 25_level_0_PPA,Unnamed: 26_level_0_CrsPA,Unnamed: 27_level_0_PrgP,Unnamed: 28_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,U_n.4,T_o,T_o.1,T_o.2,T_o.3,T_o.4,S_h,S_h.1,S_h.2,M_e,M_e.1,M_e.2,L_o,L_o.1,L_o.2,U_n.5,U_n.6,E_x,E_x.1,U_n.7,U_n.8,U_n.9,U_n.10,U_n.11,U_n.12,Expected_xA,Expected_A-xAG
2017-2018,Bundesliga,Bayern Munich,Sven Ulreich,de GER,GK,28.0,29.0,734.0,951.0,77.2,20298.0,15496.0,117.0,117.0,100.0,375.0,379.0,98.9,242.0,449.0,53.9,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Bundesliga,Bayern Munich,Joshua Kimmich,de GER,DF,22.0,25.9,1822.0,2169.0,84.0,35601.0,10321.0,695.0,750.0,92.7,836.0,967.0,86.5,272.0,394.0,69.0,10.0,6.2,6.3,3.8,53.0,137.0,52.0,22.0,176.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Bundesliga,Bayern Munich,Mats Hummels,de GER,DF,28.0,24.6,1768.0,2032.0,87.0,37959.0,17092.0,430.0,488.0,88.1,1076.0,1153.0,93.3,250.0,363.0,68.9,1.0,0.3,1.6,0.7,7.0,194.0,11.0,0.0,184.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Bundesliga,Bayern Munich,Robert Lewandowski,pl POL,FW,28.0,24.1,472.0,613.0,77.0,7147.0,1289.0,254.0,320.0,79.4,173.0,201.0,86.1,26.0,37.0,70.3,2.0,2.4,2.5,-0.4,21.0,41.0,18.0,0.0,71.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Bundesliga,Bayern Munich,Thomas Müller,de GER,"MF,FW",27.0,22.3,752.0,1025.0,73.4,12046.0,2671.0,402.0,499.0,80.6,278.0,371.0,74.9,52.0,96.0,54.2,14.0,10.3,7.9,3.7,57.0,54.0,45.0,21.0,87.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Bundesliga,Bayern Munich,Niklas Süle,de GER,DF,21.0,21.4,1497.0,1621.0,92.4,31576.0,10864.0,378.0,402.0,94.0,905.0,945.0,95.8,206.0,261.0,78.9,1.0,0.8,1.3,0.2,5.0,133.0,7.0,0.0,113.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Bundesliga,Bayern Munich,Rafinha,br BRA,DF,31.0,20.6,1574.0,1798.0,87.5,29194.0,8017.0,621.0,669.0,92.8,774.0,862.0,89.8,163.0,223.0,73.1,2.0,1.7,3.0,0.3,22.0,167.0,20.0,7.0,174.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Bundesliga,Bayern Munich,Jérôme Boateng,de GER,DF,28.0,18.2,1236.0,1445.0,85.5,28953.0,12627.0,258.0,274.0,94.2,711.0,758.0,93.8,264.0,391.0,67.5,2.0,1.7,2.9,0.3,12.0,171.0,20.0,5.0,127.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Bundesliga,Bayern Munich,James Rodríguez,co COL,"MF,FW",26.0,18.0,1347.0,1590.0,84.7,26078.0,7221.0,554.0,599.0,92.5,584.0,678.0,86.1,197.0,272.0,72.4,11.0,7.5,7.7,3.5,63.0,180.0,33.0,7.0,204.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Bundesliga,Bayern Munich,Arjen Robben,nl NED,"FW,MF",33.0,16.7,711.0,882.0,80.6,11906.0,3243.0,380.0,437.0,87.0,248.0,307.0,80.8,66.0,100.0,66.0,5.0,5.1,5.1,-0.1,34.0,60.0,54.0,7.0,122.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
