Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_MP,Playing Time_Min,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off,Unnamed: 26_level_0_Matches,Playing Time_MP,Unnamed: 21_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,P_l,P_l.1,P_l.2,P_l.3,P_l.4,S_t,S_t.1,S_t.2,S_u,S_u.1,S_u.2,T_e.1,T_e.2,T_e.3,T_e.4,T_e.5,T_e.6,T_e.7,T_e.8,T_e.9,T_e.10,T_e.11,U_n.4,U_n.5
2017-2018,Bundesliga,Bayern Munich,Sven Ulreich,de GER,GK,28.0,,2610.0,90.0,85.3,29.0,29.0,,29.0,0.0,,3.0,2.48,84.0,26.0,58.0,2.0,0.8,64.8,29.2,35.6,1.23,-0.46,Matches,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Bundesliga,Bayern Munich,Joshua Kimmich,de GER,DF,22.0,,2329.0,80.0,76.1,25.9,26.0,,22.0,3.0,,4.0,2.45,71.0,25.0,46.0,1.78,-0.44,54.9,26.9,28.0,1.08,-0.91,Matches,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Bundesliga,Bayern Munich,Mats Hummels,de GER,DF,28.0,,2213.0,85.0,72.3,24.6,25.0,,23.0,1.0,,5.0,2.31,65.0,20.0,45.0,1.83,-0.19,55.3,24.5,30.8,1.25,-0.16,Matches,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Bundesliga,Bayern Munich,Robert Lewandowski,pl POL,FW,28.0,,2172.0,72.0,71.0,24.1,24.0,,20.0,6.0,,3.0,2.4,64.0,21.0,43.0,1.78,-0.35,58.5,21.6,37.0,1.53,0.81,Matches,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Bundesliga,Bayern Munich,Thomas Müller,de GER,"MF,FW",27.0,,2005.0,69.0,65.5,22.3,22.0,,12.0,7.0,,1.0,2.48,66.0,19.0,47.0,2.11,0.66,51.3,20.8,30.5,1.4,0.29,Matches,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Bundesliga,Bayern Munich,Niklas Süle,de GER,DF,21.0,,1926.0,71.0,62.9,21.4,20.0,,20.0,7.0,,7.0,2.52,55.0,20.0,35.0,1.64,-0.67,44.2,22.1,22.1,1.03,-0.71,Matches,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Bundesliga,Bayern Munich,Rafinha,br BRA,DF,31.0,,1851.0,69.0,60.5,20.6,19.0,,18.0,8.0,,5.0,2.52,48.0,16.0,32.0,1.56,-0.83,47.8,17.7,30.1,1.46,0.42,Matches,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Bundesliga,Bayern Munich,Jérôme Boateng,de GER,DF,28.0,,1640.0,86.0,53.6,18.2,19.0,,15.0,0.0,,7.0,2.79,58.0,12.0,46.0,2.52,1.38,43.3,13.6,29.7,1.63,0.72,Matches,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Bundesliga,Bayern Munich,James Rodríguez,co COL,"MF,FW",26.0,,1621.0,70.0,53.0,18.0,19.0,,11.0,4.0,,5.0,2.39,45.0,15.0,30.0,1.67,-0.46,36.8,20.0,16.8,0.93,-0.78,Matches,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Bundesliga,Bayern Munich,Arjen Robben,nl NED,"FW,MF",33.0,,1507.0,72.0,49.2,16.7,19.0,,7.0,2.0,,3.0,2.57,45.0,12.0,33.0,1.97,0.17,37.8,11.8,26.0,1.55,0.5,Matches,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
