Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Unnamed: 21_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,U_n.4,S_C,S_C.1,S_C.2,S_C.3,S_C.4,S_C.5,S_C.6,S_C.7,G_C,G_C.1,G_C.2,G_C.3,G_C.4,G_C.5,G_C.6,G_C.7,U_n.5
2017-2018,Bundesliga,Bayern Munich,Sven Ulreich,de GER,GK,28.0,29.0,1.0,0.03,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Bundesliga,Bayern Munich,Joshua Kimmich,de GER,DF,22.0,25.9,100.0,3.86,67.0,21.0,1.0,1.0,9.0,1.0,23.0,0.89,19.0,1.0,0.0,1.0,2.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Bundesliga,Bayern Munich,Mats Hummels,de GER,DF,28.0,24.6,39.0,1.59,36.0,0.0,0.0,2.0,0.0,1.0,3.0,0.12,2.0,0.0,0.0,1.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Bundesliga,Bayern Munich,Robert Lewandowski,pl POL,FW,28.0,24.1,71.0,2.94,44.0,1.0,7.0,11.0,8.0,0.0,11.0,0.46,6.0,0.0,3.0,0.0,2.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Bundesliga,Bayern Munich,Thomas Müller,de GER,"MF,FW",27.0,22.3,90.0,4.13,81.0,0.0,5.0,1.0,2.0,1.0,21.0,0.96,19.0,0.0,0.0,1.0,0.0,1.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Bundesliga,Bayern Munich,Niklas Süle,de GER,DF,21.0,21.4,18.0,0.84,17.0,0.0,0.0,1.0,0.0,0.0,3.0,0.14,3.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Bundesliga,Bayern Munich,Rafinha,br BRA,DF,31.0,20.6,50.0,2.43,47.0,2.0,0.0,0.0,1.0,0.0,6.0,0.29,6.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Bundesliga,Bayern Munich,Jérôme Boateng,de GER,DF,28.0,18.2,27.0,1.48,27.0,0.0,0.0,0.0,0.0,0.0,8.0,0.44,8.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Bundesliga,Bayern Munich,James Rodríguez,co COL,"MF,FW",26.0,18.0,110.0,6.11,75.0,25.0,2.0,6.0,1.0,1.0,16.0,0.89,14.0,1.0,0.0,0.0,1.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Bundesliga,Bayern Munich,Arjen Robben,nl NED,"FW,MF",33.0,16.7,99.0,5.91,66.0,14.0,2.0,7.0,9.0,1.0,14.0,0.84,10.0,2.0,0.0,1.0,1.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Bundesliga,Bayern Munich,Javi Martínez,es ESP,"MF,DF",28.0,17.9,29.0,1.62,27.0,0.0,0.0,0.0,1.0,1.0,4.0,0.22,4.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Bundesliga,Bayern Munich,Corentin Tolisso,fr FRA,MF,22.0,17.5,58.0,3.41,53.0,0.0,1.0,2.0,2.0,0.0,9.0,0.53,9.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Bundesliga,Bayern Munich,David Alaba,at AUT,DF,25.0,17.2,53.0,3.07,44.0,4.0,1.0,3.0,0.0,1.0,4.0,0.23,4.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
