Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Unnamed: 27_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,U_n.4,T_o,T_o.1,T_o.2,T_o.3,T_o.4,T_o.5,T_o.6,T_a,T_a.1,T_a.2,T_a.3,T_a.4,C_a,C_a.1,C_a.2,C_a.3,C_a.4,C_a.5,C_a.6,C_a.7,R_e,R_e.1,U_n.5
2017-2018,Bundesliga,Bayern Munich,Sven Ulreich,de GER,GK,28.0,29.0,1003.0,865.0,1001.0,2.0,0.0,0.0,1003.0,0.0,0.0,,0.0,,506.0,2055.0,1100.0,0.0,1.0,1.0,2.0,0.0,572.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Bundesliga,Bayern Munich,Joshua Kimmich,de GER,DF,22.0,25.9,2353.0,79.0,543.0,1063.0,759.0,47.0,2353.0,50.0,21.0,42.0,29.0,58.0,1466.0,7203.0,3512.0,79.0,58.0,15.0,21.0,5.0,1699.0,232.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Bundesliga,Bayern Munich,Mats Hummels,de GER,DF,28.0,24.6,2255.0,144.0,899.0,1245.0,125.0,41.0,2255.0,22.0,12.0,54.5,10.0,45.5,1262.0,6578.0,4697.0,25.0,26.0,1.0,10.0,6.0,1584.0,13.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Bundesliga,Bayern Munich,Robert Lewandowski,pl POL,FW,28.0,24.1,882.0,10.0,22.0,306.0,566.0,191.0,875.0,64.0,19.0,29.7,45.0,70.3,554.0,2775.0,1097.0,44.0,34.0,26.0,43.0,31.0,780.0,220.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Bundesliga,Bayern Munich,Thomas Müller,de GER,"MF,FW",27.0,22.3,1209.0,16.0,102.0,467.0,645.0,141.0,1209.0,32.0,12.0,37.5,20.0,62.5,673.0,2266.0,1154.0,35.0,27.0,10.0,41.0,14.0,982.0,301.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Bundesliga,Bayern Munich,Niklas Süle,de GER,DF,21.0,21.4,1789.0,135.0,756.0,921.0,119.0,24.0,1789.0,7.0,3.0,42.9,4.0,57.1,1062.0,4546.0,2574.0,15.0,17.0,1.0,3.0,4.0,1318.0,8.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Bundesliga,Bayern Munich,Rafinha,br BRA,DF,31.0,20.6,1941.0,51.0,476.0,955.0,521.0,17.0,1941.0,18.0,8.0,44.4,10.0,55.6,1121.0,4613.0,2707.0,52.0,49.0,6.0,12.0,4.0,1402.0,124.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Bundesliga,Bayern Munich,Jérôme Boateng,de GER,DF,28.0,18.2,1585.0,100.0,687.0,807.0,99.0,15.0,1585.0,2.0,1.0,50.0,1.0,50.0,1051.0,4513.0,2841.0,12.0,29.0,1.0,4.0,1.0,1168.0,4.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Bundesliga,Bayern Munich,James Rodríguez,co COL,"MF,FW",26.0,18.0,1768.0,13.0,176.0,954.0,659.0,50.0,1768.0,54.0,20.0,37.0,34.0,63.0,1134.0,4994.0,2670.0,37.0,40.0,4.0,24.0,17.0,1376.0,157.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Bundesliga,Bayern Munich,Arjen Robben,nl NED,"FW,MF",33.0,16.7,1050.0,3.0,34.0,356.0,668.0,67.0,1049.0,66.0,26.0,39.4,40.0,60.6,717.0,5281.0,3002.0,97.0,63.0,32.0,28.0,15.0,822.0,216.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Bundesliga,Bayern Munich,Javi Martínez,es ESP,"MF,DF",28.0,17.9,1357.0,54.0,278.0,931.0,152.0,26.0,1357.0,11.0,3.0,27.3,8.0,72.7,610.0,2418.0,1208.0,6.0,12.0,0.0,10.0,6.0,948.0,27.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Bundesliga,Bayern Munich,Corentin Tolisso,fr FRA,MF,22.0,17.5,1428.0,20.0,140.0,943.0,357.0,43.0,1428.0,21.0,5.0,23.8,16.0,76.2,930.0,4001.0,1917.0,30.0,34.0,2.0,12.0,13.0,1185.0,79.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Bundesliga,Bayern Munich,David Alaba,at AUT,DF,25.0,17.2,1479.0,45.0,294.0,651.0,540.0,30.0,1479.0,34.0,12.0,35.3,22.0,64.7,886.0,4048.0,2328.0,53.0,45.0,6.0,7.0,5.0,1030.0,178.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
