season,league,team,unnamed:_0_level_0_player,unnamed:_1_level_0_nation,unnamed:_2_level_0_pos,unnamed:_3_level_0_age,unnamed:_4_level_0_mp,playing_time_starts,playing_time_min,playing_time_90s,performance_gls,performance_ast,performance_g+a,performance_g-pk,performance_pk,performance_pkatt,performance_crdy,performance_crdr,progression_prgc,progression_prgp,progression_prgr,per_90_minutes_gls,per_90_minutes_ast,per_90_minutes_g+a,per_90_minutes_g-pk,per_90_minutes_g+a-pk,unnamed:_24_level_0_matches,playing_time_mp
2012-2013,Bundesliga,Bayern Munich,Manuel Neuer,de GER,GK,26.0,31.0,31.0,2790.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0
2012-2013,Bundesliga,Bayern Munich,Dante,br BRA,DF,28.0,29.0,29.0,2610.0,29.0,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.03,0.03,0.07,0.03,0.07,Matches,0.0
2012-2013,Bundesliga,Bayern Munich,Philipp Lahm,de GER,"DF,MF",28.0,29.0,28.0,2501.0,27.8,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.4,Matches,0.0
2012-2013,Bundesliga,Bayern Munich,Bastian Schweinsteiger,de GER,"DF,MF",27.0,28.0,27.0,2352.0,26.1,7.0,3.0,10.0,7.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.27,0.11,0.38,0.27,0.38,Matches,0.0
2012-2013,Bundesliga,Bayern Munich,Jérôme Boateng,de GER,DF,23.0,26.0,25.0,2245.0,24.9,2.0,2.0,4.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.08,0.08,0.16,0.08,0.16,Matches,0.0
2012-2013,Bundesliga,Bayern Munich,Thomas Müller,de GER,"FW,MF",22.0,28.0,25.0,2091.0,23.2,13.0,11.0,24.0,11.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.56,0.47,1.03,0.47,0.95,Matches,0.0
2012-2013,Bundesliga,Bayern Munich,Franck Ribéry,fr FRA,"FW,MF",29.0,27.0,24.0,2110.0,23.4,10.0,14.0,24.0,10.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.43,0.6,1.02,0.43,1.02,Matches,0.0
2012-2013,Bundesliga,Bayern Munich,Toni Kroos,de GER,MF,22.0,24.0,23.0,1915.0,21.3,6.0,8.0,14.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.28,0.38,0.66,0.28,0.66,Matches,0.0
2012-2013,Bundesliga,Bayern Munich,David Alaba,at AUT,"DF,MF",20.0,23.0,22.0,1993.0,22.1,3.0,3.0,6.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.14,0.14,0.27,0.05,0.18,Matches,0.0
2012-2013,Bundesliga,Bayern Munich,Mario Mandžukić,hr CRO,"FW,MF",26.0,24.0,22.0,1725.0,19.2,15.0,1.0,16.0,15.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.78,0.05,0.83,0.78,0.83,Matches,0.0
2012-2013,Bundesliga,Bayern Munich,Javi Martínez,es ESP,"DF,MF",23.0,26.0,19.0,1747.0,19.4,3.0,3.0,6.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.15,0.15,0.31,0.15,0.31,Matches,0.0
2012-2013,Bundesliga,Bayern Munich,Luiz Gustavo,br BRA,"DF,MF",25.0,22.0,16.0,1454.0,16.2,4.0,1.0,5.0,4.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.25,0.06,0.31,0.25,0.31,Matches,0.0
2012-2013,Bundesliga,Bayern Munich,Xherdan Shaqiri,ch SUI,"FW,MF",20.0,26.0,13.0,1376.0,15.3,4.0,5.0,9.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.26,0.33,0.59,0.26,0.59,Matches,0.0
2012-2013,Bundesliga,Bayern Munich,Holger Badstuber,de GER,DF,23.0,12.0,12.0,981.0,10.9,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.09,0.0,0.09,Matches,0.0
2012-2013,Bundesliga,Bayern Munich,Daniel Van Buyten,be BEL,DF,34.0,13.0,11.0,1067.0,11.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0
2012-2013,Bundesliga,Bayern Munich,Arjen Robben,nl NED,"FW,MF",28.0,16.0,11.0,981.0,10.9,5.0,5.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.46,0.92,0.46,0.92,Matches,0.0
2012-2013,Bundesliga,Bayern Munich,Mario Gómez,de GER,FW,27.0,21.0,9.0,882.0,9.8,11.0,1.0,12.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.12,0.1,1.22,1.12,1.22,Matches,0.0
2012-2013,Bundesliga,Bayern Munich,Claudio Pizarro,pe PER,FW,33.0,20.0,7.0,754.0,8.4,6.0,7.0,13.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.84,1.55,0.72,1.55,Matches,0.0
