Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Unnamed: 17_level_0_Matches,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Unnamed: 21_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,U_n.4,P_e,P_e.1,P_e.2,P_e.3,P_e.4,P_e.5,P_e.6,P_e.7,P_e.8,P_e.9,P_e.10,P_e.11,P_e.12,A_e,A_e.1,A_e.2,U_n.5
2004-2005,SeriaA,Juventus,Fabio Cannavaro,it ITA,DF,30.0,37.0,2.0,0.0,,80.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-2005,SeriaA,Juventus,Lilian Thuram,fr FRA,DF,32.0,37.0,5.0,0.0,,56.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-2005,SeriaA,Juventus,Gianluigi Buffon,it ITA,GK,26.0,36.5,0.0,0.0,,0.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-2005,SeriaA,Juventus,Gianluca Zambrotta,it ITA,DF,27.0,36.0,3.0,0.0,,54.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-2005,SeriaA,Juventus,Mauro Camoranesi,it ITA,MF,27.0,33.9,6.0,0.0,,99.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-2005,SeriaA,Juventus,Emerson,br BRA,MF,28.0,31.0,4.0,1.0,,95.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-2005,SeriaA,Juventus,Zlatan Ibrahimović,se SWE,FW,22.0,30.7,3.0,0.0,,116.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-2005,SeriaA,Juventus,Pavel Nedvěd,cz CZE,MF,31.0,26.5,7.0,0.0,,56.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-2005,SeriaA,Juventus,Alessandro Del Piero,it ITA,"FW,MF",29.0,21.7,2.0,0.0,,55.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-2005,SeriaA,Juventus,Jonathan Zebina,fr FRA,DF,26.0,23.0,7.0,0.0,,58.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-2005,SeriaA,Juventus,Manuele Blasi,it ITA,MF,23.0,19.2,6.0,0.0,,61.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-2005,SeriaA,Juventus,Stephen Appiah,gh GHA,MF,23.0,14.6,4.0,0.0,,28.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
