Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Unnamed: 19_level_0_Ast,Unnamed: 20_level_0_xAG,Unnamed: 21_level_0_xA,Unnamed: 22_level_0_A-xAG,Unnamed: 23_level_0_KP,Unnamed: 24_level_0_1/3,Unnamed: 25_level_0_PPA,Unnamed: 26_level_0_CrsPA,Unnamed: 27_level_0_PrgP,Unnamed: 28_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,U_n.4,T_o,T_o.1,T_o.2,T_o.3,T_o.4,S_h,S_h.1,S_h.2,M_e,M_e.1,M_e.2,L_o,L_o.1,L_o.2,U_n.5,U_n.6,E_x,E_x.1,U_n.7,U_n.8,U_n.9,U_n.10,U_n.11,U_n.12,Expected_xA,Expected_A-xAG
2022-2023,Bundesliga,Bayern Munich,Joshua Kimmich,de GER,MF,27.0,31.2,2333.0,2767.0,84.3,43859.0,14050.0,954.0,1017.0,93.8,1036.0,1151.0,90.0,306.0,512.0,59.8,6.0,7.0,,,84.0,272.0,68.0,4.0,315.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,-1.0
2022-2023,Bundesliga,Bayern Munich,Benjamin Pavard,fr FRA,DF,26.0,27.0,2120.0,2400.0,88.3,37520.0,14296.0,867.0,940.0,92.2,1064.0,1162.0,91.6,155.0,231.0,67.1,1.0,2.4,,,19.0,184.0,21.0,9.0,202.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9,-1.4
2022-2023,Bundesliga,Bayern Munich,Matthijs de Ligt,nl NED,DF,22.0,26.7,1902.0,2088.0,91.1,36626.0,12291.0,619.0,660.0,93.8,1114.0,1178.0,94.6,162.0,216.0,75.0,1.0,0.5,,,6.0,155.0,6.0,1.0,143.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,0.5
2022-2023,Bundesliga,Bayern Munich,Dayot Upamecano,fr FRA,DF,23.0,26.1,2101.0,2318.0,90.6,42619.0,15514.0,596.0,641.0,93.0,1250.0,1315.0,95.1,246.0,333.0,73.9,1.0,0.3,,,6.0,205.0,6.0,0.0,169.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.7
2022-2023,Bundesliga,Bayern Munich,Jamal Musiala,de GER,"MF,FW",19.0,24.4,857.0,1018.0,84.2,12410.0,2603.0,490.0,553.0,88.6,303.0,332.0,91.3,31.0,47.0,66.0,10.0,6.6,,,52.0,67.0,37.0,3.0,124.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4,3.4
2022-2023,Bundesliga,Bayern Munich,Alphonso Davies,ca CAN,DF,21.0,22.7,1361.0,1567.0,86.9,21727.0,5882.0,721.0,786.0,91.7,542.0,600.0,90.3,76.0,116.0,65.5,4.0,3.7,,,44.0,110.0,39.0,5.0,133.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3,0.3
2022-2023,Bundesliga,Bayern Munich,Serge Gnabry,de GER,"FW,MF",27.0,21.6,693.0,873.0,79.4,9720.0,2515.0,443.0,516.0,85.9,193.0,229.0,84.3,37.0,68.0,54.4,5.0,5.3,,,36.0,49.0,33.0,5.0,82.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8,-0.3
2022-2023,Bundesliga,Bayern Munich,Leon Goretzka,de GER,MF,27.0,19.2,826.0,1012.0,81.6,12312.0,3833.0,455.0,515.0,88.3,290.0,354.0,81.9,45.0,72.0,62.5,2.0,2.3,,,21.0,80.0,19.0,0.0,114.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,-0.3
2022-2023,Bundesliga,Bayern Munich,Thomas Müller,de GER,"FW,MF",32.0,18.5,621.0,831.0,74.7,8689.0,2465.0,351.0,417.0,84.2,214.0,281.0,76.2,22.0,52.0,42.3,8.0,6.6,,,40.0,39.0,37.0,4.0,88.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.1,1.4
2022-2023,Bundesliga,Bayern Munich,Leroy Sané,de GER,"MF,FW",26.0,22.3,880.0,1078.0,81.6,12202.0,3032.0,533.0,614.0,86.8,264.0,311.0,84.9,43.0,69.0,62.3,7.0,4.3,,,35.0,58.0,47.0,1.0,134.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1,2.7
