Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_PK,Standard_PKatt,Unnamed: 16_level_0_Matches,Standard_FK,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Unnamed: 22_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,U_n.4,S_t,S_t.1,S_t.2,S_t.3,S_t.4,S_t.5,S_t.6,S_t.7,S_t.8,S_t.9,S_t.10,S_t.11,E_x,E_x.1,E_x.2,E_x.3,E_x.4,U_n.5
2022-2023,Bundesliga,Bayern Munich,Joshua Kimmich,de GER,MF,27.0,31.2,5.0,27.0,11.0,40.7,0.87,0.35,0.15,0.36,26.0,1.0,1.0,,3.0,2.2,1.4,0.05,2.8,2.6,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Bundesliga,Bayern Munich,Benjamin Pavard,fr FRA,DF,26.0,27.0,4.0,34.0,12.0,35.3,1.26,0.44,0.12,0.33,18.3,0.0,0.0,,0.0,2.5,2.5,0.07,1.5,1.5,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Bundesliga,Bayern Munich,Matthijs de Ligt,nl NED,DF,22.0,26.7,3.0,23.0,8.0,34.8,0.86,0.3,0.13,0.38,16.0,0.0,0.0,,0.0,1.1,1.1,0.05,1.9,1.9,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Bundesliga,Bayern Munich,Dayot Upamecano,fr FRA,DF,23.0,26.1,0.0,7.0,1.0,14.3,0.27,0.04,0.0,0.0,9.0,0.0,0.0,,0.0,0.7,0.7,0.1,-0.7,-0.7,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Bundesliga,Bayern Munich,Jamal Musiala,de GER,"MF,FW",19.0,24.4,12.0,66.0,25.0,37.9,2.7,1.02,0.18,0.48,15.8,0.0,0.0,,0.0,8.0,8.0,0.12,4.0,4.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Bundesliga,Bayern Munich,Alphonso Davies,ca CAN,DF,21.0,22.7,1.0,19.0,8.0,42.1,0.84,0.35,0.05,0.13,18.6,0.0,0.0,,0.0,1.7,1.7,0.09,-0.7,-0.7,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Bundesliga,Bayern Munich,Serge Gnabry,de GER,"FW,MF",27.0,21.6,14.0,81.0,40.0,49.4,3.76,1.85,0.16,0.33,15.5,1.0,1.0,,1.0,11.2,10.4,0.13,2.8,2.6,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Bundesliga,Bayern Munich,Leon Goretzka,de GER,MF,27.0,19.2,3.0,40.0,13.0,32.5,2.08,0.68,0.08,0.23,17.2,0.0,0.0,,0.0,4.7,4.7,0.12,-1.7,-1.7,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Bundesliga,Bayern Munich,Thomas Müller,de GER,"FW,MF",32.0,18.5,7.0,47.0,23.0,48.9,2.54,1.24,0.15,0.3,12.5,0.0,0.0,,0.0,8.9,8.9,0.19,-1.9,-1.9,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Bundesliga,Bayern Munich,Leroy Sané,de GER,"MF,FW",26.0,22.3,8.0,78.0,29.0,37.2,3.49,1.3,0.1,0.28,19.7,0.0,0.0,,6.0,8.5,8.5,0.11,-0.5,-0.5,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
