Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Unnamed: 17_level_0_Matches,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Unnamed: 21_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,U_n.4,P_e,P_e.1,P_e.2,P_e.3,P_e.4,P_e.5,P_e.6,P_e.7,P_e.8,P_e.9,P_e.10,P_e.11,P_e.12,A_e,A_e.1,A_e.2,U_n.5
2001-2002,Bundesliga,Dortmund,Jan Koller,cz CZE,FW,28.0,32.4,2.0,0.0,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-2002,Bundesliga,Dortmund,Jens Lehmann,de GER,GK,31.0,29.3,2.0,0.0,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-2002,Bundesliga,Dortmund,Tomáš Rosický,cz CZE,MF,20.0,27.7,7.0,1.0,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-2002,Bundesliga,Dortmund,Christian Wörns,de GER,DF,29.0,27.4,6.0,1.0,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-2002,Bundesliga,Dortmund,Dedê,br BRA,DF,23.0,27.2,4.0,0.0,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-2002,Bundesliga,Dortmund,Stefan Reuter,de GER,"DF,MF",34.0,24.1,5.0,0.0,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-2002,Bundesliga,Dortmund,Evanílson,br BRA,"DF,FW",25.0,25.0,10.0,0.0,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-2002,Bundesliga,Dortmund,Márcio Amoroso,br BRA,FW,27.0,23.6,6.0,0.0,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-2002,Bundesliga,Dortmund,Lars Ricken,de GER,"FW,MF",25.0,22.5,7.0,0.0,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-2002,Bundesliga,Dortmund,Christoph Metzelder,de GER,DF,20.0,22.9,4.0,0.0,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-2002,Bundesliga,Dortmund,Ewerthon,br BRA,FW,20.0,21.1,4.0,0.0,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-2002,Bundesliga,Dortmund,Jürgen Kohler,de GER,DF,35.0,16.8,2.0,0.0,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-2002,Bundesliga,Dortmund,Sebastian Kehl,de GER,"DF,MF",21.0,14.8,3.0,0.0,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-2002,Bundesliga,Dortmund,Jörg Heinrich,de GER,"DF,MF",31.0,12.4,3.0,0.0,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-2002,Bundesliga,Dortmund,Sunday Oliseh,ng NGA,"DF,MF",26.0,13.1,1.0,0.0,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-2002,Bundesliga,Dortmund,Miroslav Stević,rs SRB,MF,31.0,10.8,6.0,0.0,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-2002,Bundesliga,Dortmund,Jan-Derek Sørensen,no NOR,"FW,MF",29.0,6.4,0.0,0.0,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-2002,Bundesliga,Dortmund,Otto Addo,gh GHA,MF,26.0,5.5,1.0,0.0,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-2002,Bundesliga,Dortmund,Philipp Laux,de GER,GK,28.0,4.7,0.0,0.0,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-2002,Bundesliga,Dortmund,Giuseppe Reina,de GER,FW,29.0,1.5,0.0,0.0,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-2002,Bundesliga,Dortmund,Ahmed Reda Madouni,dz ALG,DF,20.0,1.4,1.0,0.0,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-2002,Bundesliga,Dortmund,Heiko Herrlich,de GER,FW,29.0,0.9,0.0,0.0,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-2002,Bundesliga,Dortmund,Fredi Bobic,de GER,FW,29.0,0.8,0.0,0.0,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-2002,Bundesliga,Dortmund,David Odonkor,de GER,"FW,MF",17.0,0.5,0.0,0.0,0.0,,,,,,,,,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-2002,Bundesliga,Dortmund,Francis Bugri,de GER,MF,20.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-2002,Bundesliga,Dortmund,Squad Total,,,27.0,,74.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-2002,Bundesliga,Dortmund,Opponent Total,,,27.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-2002,Bundesliga,Leverkusen,Hans-Jörg Butt,de GER,GK,27.0,34.0,0.0,0.0,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-2002,Bundesliga,Leverkusen,Carsten Ramelow,de GER,"DF,MF",27.0,30.4,12.0,0.0,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-2002,Bundesliga,Leverkusen,Oliver Neuville,de GER,FW,28.0,28.5,4.0,0.0,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-2002,Bundesliga,Leverkusen,Bernd Schneider,de GER,"DF,MF",27.0,28.9,6.0,0.0,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-2002,Bundesliga,Leverkusen,Zé Roberto,br BRA,"DF,MF",27.0,28.5,6.0,0.0,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-2002,Bundesliga,Leverkusen,Lúcio,br BRA,DF,23.0,28.6,7.0,1.0,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-2002,Bundesliga,Leverkusen,Diego Placente,ar ARG,DF,24.0,28.2,8.0,1.0,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-2002,Bundesliga,Leverkusen,Michael Ballack,de GER,MF,24.0,27.5,12.0,1.0,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-2002,Bundesliga,Leverkusen,Yıldıray Baştürk,tr TUR,MF,22.0,26.2,11.0,0.0,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-2002,Bundesliga,Leverkusen,Jens Nowotny,de GER,DF,27.0,27.5,6.0,1.0,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-2002,Bundesliga,Leverkusen,Ulf Kirsten,de GER,FW,35.0,23.7,10.0,0.0,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-2002,Bundesliga,Leverkusen,Zoltán Sebescen,de GER,"DF,MF",25.0,17.7,2.0,0.0,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-2002,Bundesliga,Leverkusen,Boris Živković,hr CRO,DF,25.0,15.4,5.0,0.0,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-2002,Bundesliga,Leverkusen,Dimitar Berbatov,bg BUL,FW,20.0,10.7,3.0,0.0,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-2002,Bundesliga,Leverkusen,Jurica Vranješ,hr CRO,MF,21.0,6.9,2.0,0.0,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-2002,Bundesliga,Leverkusen,Thomas Brdarić,de GER,FW,26.0,6.4,3.0,0.0,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-2002,Bundesliga,Leverkusen,Thomas Kleine,de GER,DF,23.0,2.0,0.0,0.0,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-2002,Bundesliga,Leverkusen,Anel Džaka,de GER,MF,20.0,0.9,0.0,0.0,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-2002,Bundesliga,Leverkusen,Marko Babić,hr CRO,"DF,MF",20.0,0.5,0.0,0.0,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-2002,Bundesliga,Leverkusen,Pascal Ojigwe,ng NGA,"DF,MF",24.0,0.4,0.0,0.0,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-2002,Bundesliga,Leverkusen,Thorsten Wittek,de GER,MF,24.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
