Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Unnamed: 17_level_0_Matches,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Unnamed: 21_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,U_n.4,P_e,P_e.1,P_e.2,P_e.3,P_e.4,P_e.5,P_e.6,P_e.7,P_e.8,P_e.9,P_e.10,P_e.11,P_e.12,A_e,A_e.1,A_e.2,U_n.5
2015-2016,LaLiga,Barcelona,Luis Suárez,uy URU,FW,28.0,35.0,7.0,0.0,0.0,41.0,59.0,59.0,34.0,9.0,21.0,2.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-2016,LaLiga,Barcelona,Neymar,br BRA,FW,23.0,34.0,6.0,0.0,0.0,48.0,130.0,24.0,126.0,11.0,23.0,8.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-2016,LaLiga,Barcelona,Sergio Busquets,es ESP,MF,27.0,32.2,6.0,0.0,0.0,30.0,66.0,1.0,2.0,67.0,76.0,1.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-2016,LaLiga,Barcelona,Claudio Bravo,cl CHI,GK,32.0,32.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-2016,LaLiga,Barcelona,Lionel Messi,ar ARG,FW,28.0,30.3,3.0,0.0,0.0,13.0,61.0,10.0,48.0,6.0,10.0,3.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-2016,LaLiga,Barcelona,Javier Mascherano,ar ARG,DF,31.0,29.9,9.0,1.0,0.0,27.0,21.0,0.0,1.0,70.0,59.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-2016,LaLiga,Barcelona,Gerard Piqué,es ESP,DF,28.0,28.7,12.0,0.0,0.0,19.0,8.0,4.0,2.0,54.0,36.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-2016,LaLiga,Barcelona,Ivan Rakitić,hr CRO,MF,27.0,28.5,3.0,0.0,0.0,39.0,50.0,4.0,66.0,51.0,43.0,0.0,0.0,1.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-2016,LaLiga,Barcelona,Jordi Alba,es ESP,DF,26.0,28.8,2.0,0.0,0.0,21.0,17.0,2.0,57.0,61.0,41.0,0.0,1.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-2016,LaLiga,Barcelona,Andrés Iniesta,es ESP,MF,31.0,24.9,2.0,0.0,0.0,20.0,38.0,0.0,17.0,27.0,45.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-2016,LaLiga,Barcelona,Dani Alves,br BRA,DF,32.0,23.8,6.0,0.0,0.0,39.0,19.0,4.0,102.0,46.0,42.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-2016,LaLiga,Barcelona,Sergi Roberto,es ESP,"MF,DF",23.0,21.3,1.0,0.0,0.0,17.0,22.0,1.0,35.0,44.0,43.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-2016,LaLiga,Barcelona,Jérémy Mathieu,fr FRA,DF,31.0,14.0,2.0,0.0,0.0,8.0,6.0,1.0,7.0,38.0,16.0,0.0,0.0,1.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-2016,LaLiga,Barcelona,Arda Turan,tr TUR,MF,28.0,9.1,5.0,0.0,0.0,21.0,15.0,2.0,5.0,10.0,23.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
