Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_GA,Performance_GA90,Performance_SoTA,Performance_Saves,Performance_Save%,Performance_W,Performance_D,Performance_L,Performance_CS,Performance_CS%,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Penalty Kicks_Save%,Unnamed: 23_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,P_l,P_l.1,P_l.2,P_l.3,P_e,P_e.1,P_e.2,P_e.3,P_e.4,P_e.5,P_e.6,P_e.7,P_e.8,P_e.9,P_e.10,P_e.11,P_e.12,P_e.13,P_e.14,U_n.4
2015-2016,LaLiga,Barcelona,Claudio Bravo,cl CHI,GK,32.0,32.0,32.0,2878.0,32.0,22.0,0.69,107.0,86.0,80.4,24.0,4.0,4.0,16.0,50.0,1.0,1.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-2016,LaLiga,Barcelona,Marc-André ter Stegen,de GER,GK,23.0,7.0,6.0,542.0,6.0,7.0,1.16,21.0,14.0,66.7,5.0,0.0,1.0,3.0,50.0,0.0,0.0,0.0,0.0,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-2016,LaLiga,Barcelona,Squad Total,,,28.0,38.0,38.0,3420.0,38.0,29.0,0.76,128.0,100.0,78.1,29.0,4.0,5.0,18.0,47.4,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-2016,LaLiga,Barcelona,Opponent Total,,,26.5,38.0,38.0,3417.0,38.0,112.0,2.95,241.0,144.0,58.1,5.0,4.0,29.0,2.0,5.3,21.0,11.0,4.0,6.0,26.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-2016,LaLiga,Real Madrid,Keylor Navas,cr CRC,GK,28.0,34.0,34.0,3060.0,34.0,28.0,0.82,117.0,92.0,76.9,25.0,6.0,3.0,13.0,38.2,4.0,1.0,3.0,0.0,75.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-2016,LaLiga,Real Madrid,Kiko Casilla,es ESP,GK,28.0,4.0,4.0,360.0,4.0,6.0,1.5,20.0,14.0,70.0,3.0,0.0,1.0,1.0,25.0,0.0,0.0,0.0,0.0,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-2016,LaLiga,Real Madrid,Squad Total,,,26.5,38.0,38.0,3420.0,38.0,34.0,0.89,137.0,106.0,75.9,28.0,6.0,4.0,14.0,36.8,4.0,1.0,3.0,0.0,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-2016,LaLiga,Real Madrid,Opponent Total,,,26.7,38.0,38.0,3420.0,38.0,110.0,2.89,280.0,177.0,62.9,4.0,6.0,28.0,5.0,13.2,9.0,6.0,1.0,2.0,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-2016,LaLiga,Atlético Madrid,Jan Oblak,si SVN,GK,22.0,38.0,38.0,3420.0,38.0,18.0,0.47,99.0,82.0,82.8,28.0,4.0,6.0,24.0,63.2,1.0,1.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-2016,LaLiga,Atlético Madrid,Squad Total,,,25.9,38.0,38.0,3420.0,38.0,18.0,0.47,99.0,82.0,82.8,28.0,4.0,6.0,24.0,63.2,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
