season,league,team,player,player_nation,player_position,player_age,mp,playing_time_starts,playing_time_min,playing_time_90s,performance_gls,performance_ast,performance_g+a,performance_g-pk,performance_pk,performance_pkatt,performance_crdy,performance_crdr,progression_prgc,progression_prgp,progression_prgr,per_90_minutes_gls,per_90_minutes_ast,per_90_minutes_g+a,per_90_minutes_g-pk,per_90_minutes_g+a-pk,matches,playing_time_mp
2009-2010,SeriaA,Inter,Júlio César,br BRA,GK,29.0,38.0,38.0,3420.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0
2009-2010,SeriaA,Inter,Javier Zanetti,ar ARG,"DF,MF",35.0,37.0,37.0,3330.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0
2009-2010,SeriaA,Inter,Maicon Sisenando,br BRA,DF,28.0,33.0,33.0,2970.0,33.0,6.0,10.0,16.0,6.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.18,0.3,0.48,0.18,0.48,Matches,0.0
2009-2010,SeriaA,Inter,Diego Milito,ar ARG,FW,30.0,35.0,33.0,2873.0,31.9,22.0,4.0,26.0,18.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.69,0.13,0.81,0.56,0.69,Matches,0.0
2009-2010,SeriaA,Inter,Lúcio,br BRA,DF,31.0,31.0,30.0,2735.0,30.4,1.0,1.0,2.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.03,0.03,0.07,0.03,0.07,Matches,0.0
2009-2010,SeriaA,Inter,Samuel Eto'o,cm CMR,FW,28.0,32.0,27.0,2495.0,27.7,12.0,5.0,17.0,10.0,2.0,2.0,5.0,0.0,0.0,0.0,0.0,0.43,0.18,0.61,0.36,0.54,Matches,0.0
2009-2010,SeriaA,Inter,Esteban Cambiasso,ar ARG,MF,28.0,30.0,26.0,2304.0,25.6,3.0,2.0,5.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.12,0.08,0.2,0.12,0.2,Matches,0.0
2009-2010,SeriaA,Inter,Walter Samuel,ar ARG,DF,31.0,28.0,25.0,2233.0,24.8,3.0,0.0,3.0,3.0,0.0,0.0,11.0,1.0,0.0,0.0,0.0,0.12,0.0,0.12,0.12,0.12,Matches,0.0
2009-2010,SeriaA,Inter,Dejan Stanković,rs SRB,MF,30.0,29.0,24.0,2113.0,23.5,3.0,4.0,7.0,3.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.13,0.17,0.3,0.13,0.3,Matches,0.0
2009-2010,SeriaA,Inter,Wesley Sneijder,nl NED,MF,25.0,26.0,24.0,1928.0,21.4,4.0,5.0,9.0,4.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.19,0.23,0.42,0.19,0.42,Matches,0.0
