Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Unnamed: 24_level_0_Matches,Playing Time_MP,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Unnamed: 33_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,P_l,P_l.1,P_l.2,P_l.3,P_e,P_e.1,P_e.2,P_e.3,P_e.4,P_e.5,P_e.6,P_e.7,E_x,E_x.1,E_x.2,E_x.3,P_r,P_r.1,P_r.2,P_e.8,P_e.9,P_e.10,P_e.11,P_e.12,P_e.13,P_e.14,P_e.15,P_e.16,P_e.17,U_n.4,U_n.5
2016-2017,Bundesliga,Bayern Munich,Robert Lewandowski,pl POL,FW,27.0,,31.0,2775.0,30.8,30.0,5.0,35.0,25.0,5.0,5.0,5.0,0.0,,,,0.97,0.16,1.14,0.81,0.97,Matches,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-2017,Bundesliga,Bayern Munich,David Alaba,at AUT,DF,24.0,,29.0,2506.0,27.8,4.0,4.0,8.0,4.0,0.0,0.0,1.0,0.0,,,,0.14,0.14,0.29,0.14,0.29,Matches,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-2017,Bundesliga,Bayern Munich,Manuel Neuer,de GER,GK,30.0,,26.0,2340.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-2017,Bundesliga,Bayern Munich,Thiago Alcántara,es ESP,MF,25.0,,26.0,2288.0,25.4,6.0,5.0,11.0,6.0,0.0,0.0,4.0,0.0,,,,0.24,0.2,0.43,0.24,0.43,Matches,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-2017,Bundesliga,Bayern Munich,Thomas Müller,de GER,"MF,FW",26.0,,25.0,2263.0,25.1,5.0,12.0,17.0,5.0,0.0,0.0,0.0,0.0,,,,0.2,0.48,0.68,0.2,0.68,Matches,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-2017,Bundesliga,Bayern Munich,Javi Martínez,es ESP,DF,27.0,,25.0,2131.0,23.7,1.0,1.0,2.0,1.0,0.0,0.0,5.0,0.0,,,,0.04,0.04,0.08,0.04,0.08,Matches,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-2017,Bundesliga,Bayern Munich,Mats Hummels,de GER,DF,27.0,,24.0,2181.0,24.2,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,,,,0.04,0.04,0.08,0.04,0.08,Matches,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-2017,Bundesliga,Bayern Munich,Philipp Lahm,de GER,DF,32.0,,24.0,2085.0,23.2,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,,,,0.04,0.09,0.13,0.04,0.13,Matches,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-2017,Bundesliga,Bayern Munich,Xabi Alonso,es ESP,MF,34.0,,22.0,1903.0,21.1,3.0,2.0,5.0,3.0,0.0,0.0,6.0,0.0,,,,0.14,0.09,0.24,0.14,0.24,Matches,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-2017,Bundesliga,Bayern Munich,Arjen Robben,nl NED,"MF,FW",32.0,,21.0,1825.0,20.3,13.0,9.0,22.0,13.0,0.0,0.0,0.0,0.0,,,,0.64,0.44,1.08,0.64,1.08,Matches,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
