Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_GA,Performance_GA90,Performance_SoTA,Performance_Saves,Performance_Save%,Performance_W,Performance_D,Performance_L,Performance_CS,Performance_CS%,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Penalty Kicks_Save%,Unnamed: 23_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,P_l,P_l.1,P_l.2,P_l.3,P_e,P_e.1,P_e.2,P_e.3,P_e.4,P_e.5,P_e.6,P_e.7,P_e.8,P_e.9,P_e.10,P_e.11,P_e.12,P_e.13,P_e.14,U_n.4
2011-2012,EPL,Manchester City,Joe Hart,eng ENG,GK,24.0,38.0,38.0,3420.0,38.0,29.0,0.76,133.0,104.0,78.2,28.0,5.0,5.0,17.0,44.7,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-2012,EPL,Manchester City,Squad Total,,,25.8,38.0,38.0,3420.0,,29.0,0.76,133.0,104.0,78.2,28.0,5.0,5.0,17.0,44.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-2012,EPL,Manchester City,Opponent Total,,,26.9,38.0,38.0,,,,,,,,5.0,5.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-2012,EPL,Manchester Utd,David de Gea,es ESP,GK,20.0,29.0,29.0,2610.0,29.0,29.0,1.0,134.0,105.0,78.4,20.0,5.0,4.0,13.0,44.8,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-2012,EPL,Manchester Utd,Anders Lindegaard,dk DEN,GK,27.0,8.0,8.0,720.0,8.0,4.0,0.5,23.0,19.0,82.6,7.0,0.0,1.0,6.0,75.0,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-2012,EPL,Manchester Utd,Ben Amos,eng ENG,GK,21.0,1.0,1.0,90.0,1.0,0.0,0.0,2.0,2.0,100.0,1.0,0.0,0.0,1.0,100.0,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-2012,EPL,Manchester Utd,Squad Total,,,26.3,38.0,38.0,3420.0,,33.0,0.87,159.0,126.0,79.2,28.0,5.0,5.0,20.0,52.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-2012,EPL,Manchester Utd,Opponent Total,,,26.6,38.0,38.0,,,,,,,,5.0,5.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-2012,EPL,Arsenal,Wojciech Szczęsny,pl POL,GK,21.0,38.0,38.0,3420.0,38.0,49.0,1.29,135.0,86.0,63.7,21.0,7.0,10.0,13.0,34.2,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-2012,EPL,Arsenal,Squad Total,,,25.2,38.0,38.0,3420.0,,49.0,1.29,135.0,86.0,63.7,21.0,7.0,10.0,13.0,34.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-2012,EPL,Arsenal,Opponent Total,,,26.7,38.0,38.0,,,,,,,,10.0,7.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-2012,EPL,Tottenham,Brad Friedel,us USA,GK,40.0,38.0,38.0,3420.0,38.0,41.0,1.08,163.0,122.0,74.8,20.0,9.0,9.0,14.0,36.8,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-2012,EPL,Tottenham,Squad Total,,,27.6,38.0,38.0,3420.0,,41.0,1.08,163.0,122.0,74.8,20.0,9.0,9.0,14.0,36.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-2012,EPL,Tottenham,Opponent Total,,,26.8,38.0,38.0,,,,,,,,9.0,9.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-2012,EPL,Newcastle Utd,Tim Krul,nl NED,GK,23.0,38.0,38.0,3420.0,38.0,51.0,1.34,176.0,125.0,71.0,19.0,8.0,11.0,15.0,39.5,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-2012,EPL,Newcastle Utd,Squad Total,,,25.6,38.0,38.0,3420.0,,51.0,1.34,176.0,125.0,71.0,19.0,8.0,11.0,15.0,39.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-2012,EPL,Newcastle Utd,Opponent Total,,,27.0,38.0,38.0,,,,,,,,11.0,8.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-2012,EPL,Chelsea,Petr Čech,cz CZE,GK,29.0,34.0,34.0,3060.0,34.0,39.0,1.15,140.0,101.0,72.1,16.0,10.0,9.0,10.0,29.4,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-2012,EPL,Chelsea,Henrique Hilário,pt POR,GK,35.0,2.0,2.0,180.0,2.0,2.0,1.0,10.0,8.0,80.0,2.0,0.0,0.0,0.0,0.0,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
