Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_PK,Standard_PKatt,Unnamed: 16_level_0_Matches,Standard_FK,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Unnamed: 22_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,U_n.4,S_t,S_t.1,S_t.2,S_t.3,S_t.4,S_t.5,S_t.6,S_t.7,S_t.8,S_t.9,S_t.10,S_t.11,E_x,E_x.1,E_x.2,E_x.3,E_x.4,U_n.5
2019-2020,EPL,Liverpool,Virgil van Dijk,nl NED,DF,28.0,38.0,5.0,31.0,14.0,45.2,0.82,0.37,0.16,0.36,11.8,0.0,0.0,,0.0,2.9,2.9,0.09,2.1,2.1,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,EPL,Liverpool,Trent Alexander-Arnold,eng ENG,DF,20.0,35.3,4.0,44.0,13.0,29.5,1.25,0.37,0.09,0.31,22.6,0.0,0.0,,13.0,2.8,2.8,0.06,1.2,1.2,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,EPL,Liverpool,Georginio Wijnaldum,nl NED,MF,28.0,32.6,4.0,36.0,15.0,41.7,1.1,0.46,0.11,0.27,16.2,0.0,0.0,,0.0,2.6,2.6,0.07,1.4,1.4,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,EPL,Liverpool,Andrew Robertson,sct SCO,DF,25.0,34.6,2.0,22.0,6.0,27.3,0.64,0.17,0.09,0.33,18.6,0.0,0.0,,0.0,1.8,1.8,0.08,0.2,0.2,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,EPL,Liverpool,Roberto Firmino,br BRA,FW,27.0,33.2,9.0,99.0,38.0,38.4,2.98,1.14,0.09,0.24,13.7,0.0,0.0,,0.0,14.0,14.0,0.14,-5.0,-5.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,EPL,Liverpool,Mohamed Salah,eg EGY,FW,27.0,32.0,19.0,129.0,56.0,43.4,4.04,1.75,0.12,0.29,15.0,3.0,3.0,,4.0,19.0,16.6,0.13,0.0,-0.6,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,EPL,Liverpool,Sadio Mané,sn SEN,FW,27.0,30.5,18.0,77.0,36.0,46.8,2.52,1.18,0.23,0.5,13.5,0.0,0.0,,0.0,13.2,13.2,0.18,4.8,4.8,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,EPL,Liverpool,Alisson,br BRA,GK,26.0,28.3,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,EPL,Liverpool,Jordan Henderson,eng ENG,MF,29.0,24.9,4.0,20.0,8.0,40.0,0.8,0.32,0.2,0.5,19.2,0.0,0.0,,1.0,1.1,1.1,0.05,2.9,2.9,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,EPL,Liverpool,Fabinho,br BRA,MF,25.0,23.1,2.0,12.0,4.0,33.3,0.52,0.17,0.17,0.5,28.7,0.0,0.0,,2.0,0.4,0.4,0.04,1.6,1.6,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
