Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_MP,Playing Time_Min,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off,Unnamed: 26_level_0_Matches,Playing Time_MP,Unnamed: 21_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,P_l,P_l.1,P_l.2,P_l.3,P_l.4,S_t,S_t.1,S_t.2,S_u,S_u.1,S_u.2,T_e.1,T_e.2,T_e.3,T_e.4,T_e.5,T_e.6,T_e.7,T_e.8,T_e.9,T_e.10,T_e.11,U_n.4,U_n.5
2019-2020,EPL,Liverpool,Rhian Brewster,eng ENG,FW,19.0,0.0,,,,,0.0,,0.0,0.0,,1.0,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,EPL,Liverpool,Ki-Jana Hoever,nl NED,DF,17.0,0.0,,,,,0.0,,0.0,0.0,,1.0,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,EPL,Liverpool,Caoimhín Kelleher,ie IRL,GK,20.0,0.0,,,,,0.0,,0.0,0.0,,7.0,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,EPL,Liverpool,Andy Lonergan,ie IRL,GK,35.0,0.0,,,,,0.0,,0.0,0.0,,2.0,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,EPL,Liverpool,Nathaniel Phillips,eng ENG,DF,22.0,0.0,,,,,0.0,,0.0,0.0,,2.0,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,EPL,Liverpool,Squad Total,,,26.6,38.0,3420.0,90.0,100.0,38.0,418.0,85.0,,127.0,17.0,157.0,2.61,85.0,33.0,52.0,1.37,,68.9,37.7,31.2,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,EPL,Liverpool,Opponent Total,,,26.3,38.0,3420.0,90.0,100.0,38.0,418.0,85.0,,127.0,17.0,174.0,0.32,33.0,85.0,-52.0,-1.37,,37.7,68.9,-31.2,-0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,EPL,Manchester City,Ederson,br BRA,GK,25.0,35.0,3071.0,88.0,89.8,34.1,35.0,88.0,34.0,0.0,,0.0,2.14,95.0,28.0,67.0,1.96,1.96,86.6,30.5,56.1,1.64,1.73,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,EPL,Manchester City,Kevin De Bruyne,be BEL,MF,28.0,35.0,2791.0,80.0,81.6,31.0,32.0,84.0,20.0,3.0,32.0,1.0,2.23,87.0,22.0,65.0,2.1,1.81,79.2,26.1,53.1,1.71,1.34,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,EPL,Manchester City,Raheem Sterling,eng ENG,FW,24.0,33.0,2651.0,80.0,77.5,29.5,30.0,86.0,19.0,3.0,25.0,3.0,2.0,71.0,31.0,40.0,1.36,-1.8,70.1,30.0,40.0,1.36,-0.48,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,EPL,Manchester City,Rodri,es ESP,MF,23.0,35.0,2486.0,71.0,72.7,27.6,29.0,82.0,21.0,6.0,16.0,1.0,2.14,75.0,27.0,48.0,1.74,-0.09,65.3,24.9,40.4,1.46,-0.02,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,EPL,Manchester City,Kyle Walker,eng ENG,DF,29.0,29.0,2392.0,82.0,69.9,26.6,28.0,84.0,22.0,1.0,45.0,7.0,2.14,75.0,24.0,51.0,1.92,0.52,65.5,26.2,39.3,1.48,0.04,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,EPL,Manchester City,Fernandinho,br BRA,DF,34.0,30.0,2397.0,80.0,70.1,26.6,26.0,87.0,21.0,4.0,35.0,6.0,2.07,63.0,26.0,37.0,1.39,-1.25,60.0,26.9,33.0,1.24,-0.76,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,EPL,Manchester City,Bernardo Silva,pt POR,"FW,MF",24.0,34.0,2030.0,60.0,59.4,22.6,23.0,80.0,13.0,11.0,18.0,3.0,2.03,57.0,24.0,33.0,1.46,-0.74,57.0,20.3,36.7,1.63,0.39,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,EPL,Manchester City,David Silva,es ESP,MF,33.0,27.0,1826.0,68.0,53.4,20.3,22.0,79.0,10.0,5.0,18.0,6.0,2.22,59.0,15.0,44.0,2.17,0.87,49.5,18.9,30.7,1.51,0.09,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,EPL,Manchester City,Gabriel Jesus,br BRA,FW,22.0,34.0,2030.0,60.0,59.4,22.6,21.0,81.0,12.0,13.0,26.0,1.0,2.12,64.0,14.0,50.0,2.22,1.12,57.6,18.0,39.6,1.76,0.72,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,EPL,Manchester City,İlkay Gündoğan,de GER,MF,28.0,31.0,2020.0,65.0,59.1,22.4,21.0,84.0,16.0,10.0,25.0,5.0,2.03,50.0,28.0,22.0,0.98,-1.91,49.7,26.0,23.6,1.05,-1.01,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,EPL,Manchester City,Riyad Mahrez,dz ALG,"FW,MF",28.0,33.0,1944.0,59.0,56.8,21.6,21.0,79.0,12.0,12.0,23.0,5.0,2.09,65.0,15.0,50.0,2.31,1.28,54.6,19.8,34.8,1.61,0.33,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,EPL,Manchester City,Nicolás Otamendi,ar ARG,DF,31.0,24.0,1715.0,71.0,50.1,19.1,18.0,88.0,17.0,6.0,21.0,12.0,2.04,51.0,21.0,30.0,1.57,-0.38,45.4,20.2,25.2,1.32,-0.29,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,EPL,Manchester City,Benjamin Mendy,fr FRA,DF,25.0,19.0,1492.0,79.0,43.6,16.6,18.0,82.0,12.0,1.0,14.0,8.0,2.32,49.0,13.0,36.0,2.17,0.72,40.1,13.7,26.4,1.59,0.22,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,EPL,Manchester City,Sergio Agüero,ar ARG,FW,31.0,24.0,1452.0,61.0,42.5,16.1,18.0,75.0,8.0,6.0,16.0,2.0,2.08,44.0,18.0,26.0,1.61,-0.26,39.5,16.2,23.2,1.44,-0.05,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,EPL,Manchester City,Aymeric Laporte,es ESP,DF,25.0,15.0,1097.0,73.0,32.1,12.2,14.0,76.0,6.0,1.0,30.0,2.0,2.47,36.0,5.0,31.0,2.54,1.15,34.3,10.1,24.2,1.99,0.76,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,EPL,Manchester City,Oleksandr Zinchenko,ua UKR,DF,22.0,19.0,1276.0,67.0,37.3,14.2,13.0,87.0,11.0,6.0,25.0,5.0,1.95,34.0,13.0,21.0,1.48,-0.45,34.2,15.9,18.3,1.29,-0.28,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,EPL,Manchester City,João Cancelo,pt POR,DF,25.0,17.0,1208.0,71.0,35.3,13.4,13.0,87.0,12.0,4.0,21.0,17.0,2.18,35.0,11.0,24.0,1.79,0.04,32.5,11.0,21.5,1.6,0.21,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,EPL,Manchester City,John Stones,eng ENG,DF,25.0,16.0,1122.0,70.0,32.8,12.5,12.0,87.0,11.0,4.0,19.0,5.0,2.19,33.0,16.0,17.0,1.36,-0.59,28.4,11.9,16.5,1.32,-0.22,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,EPL,Manchester City,Phil Foden,eng ENG,"FW,MF",19.0,23.0,901.0,39.0,26.3,10.0,9.0,76.0,4.0,14.0,16.0,13.0,2.65,34.0,7.0,27.0,2.7,1.27,21.8,9.3,12.5,1.25,-0.3,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,EPL,Manchester City,Eric García,es ESP,DF,18.0,13.0,793.0,61.0,23.2,8.8,8.0,82.0,6.0,5.0,27.0,7.0,2.54,23.0,7.0,16.0,1.82,0.07,20.9,8.0,12.8,1.46,-0.01,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,EPL,Manchester City,Angeliño,es ESP,DF,22.0,6.0,423.0,71.0,12.4,4.7,4.0,90.0,4.0,2.0,32.0,9.0,2.0,11.0,7.0,4.0,0.85,-1.04,11.4,4.9,6.5,1.38,-0.09,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,EPL,Manchester City,Claudio Bravo,cl CHI,GK,36.0,4.0,347.0,87.0,10.1,3.9,3.0,90.0,3.0,1.0,77.0,27.0,1.5,7.0,7.0,0.0,0.0,-1.96,5.4,5.7,-0.3,-0.09,-1.73,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,EPL,Manchester City,Thomas Doyle,eng ENG,MF,17.0,1.0,16.0,16.0,0.5,0.2,0.0,,0.0,1.0,16.0,5.0,3.0,1.0,0.0,1.0,5.63,3.88,0.4,0.1,0.4,2.11,0.65,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,EPL,Manchester City,Leroy Sané,de GER,FW,23.0,1.0,12.0,12.0,0.4,0.1,0.0,,0.0,1.0,12.0,2.0,3.0,0.0,0.0,0.0,0.0,-1.77,0.2,0.0,0.2,1.37,-0.1,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,EPL,Manchester City,Scott Carson,eng ENG,GK,33.0,0.0,,,,,0.0,,0.0,0.0,,10.0,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,EPL,Manchester City,Taylor Harwood-Bellis,eng ENG,DF,17.0,0.0,,,,,0.0,,0.0,0.0,,2.0,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,EPL,Manchester City,Cole Palmer,eng ENG,MF,17.0,0.0,,,,,0.0,,0.0,0.0,,2.0,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,EPL,Manchester City,Squad Total,,,26.9,38.0,3420.0,90.0,100.0,38.0,418.0,83.0,,120.0,22.0,166.0,2.13,102.0,35.0,67.0,1.76,,92.0,36.2,55.7,1.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,EPL,Manchester City,Opponent Total,,,26.5,38.0,3420.0,90.0,100.0,38.0,418.0,83.0,,120.0,22.0,164.0,0.79,35.0,102.0,-67.0,-1.76,,36.2,92.0,-55.7,-1.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,EPL,Manchester Utd,David de Gea,es ESP,GK,28.0,,3420.0,90.0,100.0,38.0,38.0,90.0,38.0,0.0,,0.0,1.74,66.0,36.0,30.0,0.79,,62.2,37.7,24.5,0.64,,Matches,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,EPL,Manchester Utd,Harry Maguire,eng ENG,DF,26.0,,3420.0,90.0,100.0,38.0,38.0,90.0,38.0,0.0,,0.0,1.74,66.0,36.0,30.0,0.79,,62.2,37.7,24.5,0.64,,Matches,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,EPL,Manchester Utd,Victor Lindelöf,se SWE,DF,25.0,,3092.0,88.0,90.4,34.4,35.0,88.0,33.0,0.0,,0.0,1.8,61.0,32.0,29.0,0.84,0.57,57.3,34.0,23.2,0.68,0.32,Matches,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,EPL,Manchester Utd,Aaron Wan-Bissaka,eng ENG,DF,21.0,,3070.0,88.0,89.8,34.1,34.0,89.0,32.0,1.0,45.0,1.0,1.77,63.0,33.0,30.0,0.88,0.88,56.9,33.2,23.7,0.7,0.5,Matches,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,EPL,Manchester Utd,Marcus Rashford,eng ENG,FW,21.0,,2643.0,85.0,77.3,29.4,31.0,85.0,19.0,0.0,,0.0,1.77,56.0,29.0,27.0,0.92,0.57,50.3,28.6,21.7,0.74,0.42,Matches,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,EPL,Manchester Utd,Anthony Martial,fr FRA,FW,23.0,,2624.0,82.0,76.7,29.2,31.0,84.0,14.0,1.0,7.0,0.0,1.81,56.0,27.0,29.0,0.99,0.88,48.0,29.4,18.7,0.64,-0.02,Matches,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,EPL,Manchester Utd,Daniel James,wls WAL,FW,21.0,,2287.0,69.0,66.9,25.4,26.0,84.0,15.0,7.0,15.0,4.0,1.67,33.0,29.0,4.0,0.16,-1.91,37.7,26.0,11.7,0.46,-0.55,Matches,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,EPL,Manchester Utd,Fred,br BRA,MF,26.0,,2163.0,75.0,63.2,24.0,23.0,88.0,21.0,6.0,22.0,5.0,1.66,35.0,26.0,9.0,0.37,-1.13,39.1,25.4,13.7,0.57,-0.21,Matches,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,EPL,Manchester Utd,Scott McTominay,sct SCO,MF,22.0,,1772.0,66.0,51.8,19.7,20.0,84.0,13.0,7.0,14.0,2.0,1.85,28.0,20.0,8.0,0.41,-0.8,30.6,20.3,10.3,0.53,-0.25,Matches,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,EPL,Manchester Utd,Luke Shaw,eng ENG,DF,24.0,,1733.0,72.0,50.7,19.3,20.0,85.0,15.0,4.0,10.0,0.0,1.79,38.0,15.0,23.0,1.19,0.82,32.0,18.4,13.6,0.71,0.13,Matches,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,EPL,Manchester Utd,Nemanja Matić,rs SRB,MF,30.0,,1581.0,75.0,46.2,17.6,18.0,84.0,13.0,3.0,21.0,6.0,1.95,36.0,13.0,23.0,1.31,0.97,28.1,16.4,11.7,0.67,0.04,Matches,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,EPL,Manchester Utd,Andreas Pereira,br BRA,"MF,FW",23.0,,1484.0,59.0,43.4,16.5,18.0,76.0,5.0,7.0,16.0,7.0,1.72,24.0,16.0,8.0,0.49,-0.54,25.1,16.9,8.2,0.5,-0.26,Matches,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,EPL,Manchester Utd,Bruno Fernandes,pt POR,MF,24.0,,1186.0,85.0,34.7,13.2,14.0,85.0,7.0,0.0,,0.0,2.29,28.0,6.0,22.0,1.67,1.35,20.8,11.6,9.2,0.7,0.08,Matches,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,EPL,Manchester Utd,Paul Pogba,fr FRA,MF,26.0,,1204.0,75.0,35.2,13.4,13.0,85.0,10.0,3.0,33.0,0.0,1.88,31.0,9.0,22.0,1.64,1.32,24.8,12.0,12.7,0.95,0.47,Matches,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,EPL,Manchester Utd,Mason Greenwood,eng ENG,FW,17.0,,1320.0,43.0,38.6,14.7,12.0,79.0,3.0,19.0,19.0,6.0,1.61,35.0,13.0,22.0,1.5,1.16,25.5,12.4,13.0,0.89,0.4,Matches,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,EPL,Manchester Utd,Brandon Williams,eng ENG,DF,18.0,,1006.0,59.0,29.4,11.2,11.0,84.0,6.0,6.0,14.0,12.0,1.76,20.0,10.0,10.0,0.89,0.15,19.7,11.1,8.5,0.76,0.17,Matches,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,EPL,Manchester Utd,Ashley Young,eng ENG,DF,34.0,,955.0,80.0,27.9,10.6,10.0,90.0,9.0,2.0,30.0,8.0,1.5,12.0,10.0,2.0,0.19,-0.83,16.4,10.9,5.5,0.52,-0.17,Matches,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,EPL,Manchester Utd,Jesse Lingard,eng ENG,"MF,FW",26.0,,935.0,43.0,27.3,10.4,9.0,72.0,0.0,13.0,22.0,4.0,1.55,16.0,14.0,2.0,0.19,-0.82,18.3,11.1,7.2,0.7,0.07,Matches,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,EPL,Manchester Utd,Juan Mata,es ESP,"MF,FW",31.0,,758.0,40.0,22.2,8.4,8.0,78.0,2.0,11.0,12.0,19.0,1.26,9.0,8.0,1.0,0.12,-0.86,13.1,8.0,5.1,0.61,-0.05,Matches,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,EPL,Manchester Utd,Axel Tuanzebe,eng ENG,DF,21.0,,189.0,38.0,5.5,2.1,2.0,90.0,2.0,3.0,3.0,9.0,1.6,1.0,3.0,-2.0,-0.95,-1.84,1.9,3.1,-1.2,-0.57,-1.29,Matches,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,EPL,Manchester Utd,Timothy Fosu-Mensah,nl NED,DF,21.0,,136.0,45.0,4.0,1.5,2.0,68.0,1.0,1.0,1.0,0.0,2.33,3.0,1.0,2.0,1.32,0.56,2.7,1.7,1.1,0.72,0.08,Matches,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
