Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Unnamed: 19_level_0_Ast,Unnamed: 20_level_0_xAG,Unnamed: 21_level_0_xA,Unnamed: 22_level_0_A-xAG,Unnamed: 23_level_0_KP,Unnamed: 24_level_0_1/3,Unnamed: 25_level_0_PPA,Unnamed: 26_level_0_CrsPA,Unnamed: 27_level_0_PrgP,Unnamed: 28_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,U_n.4,T_o,T_o.1,T_o.2,T_o.3,T_o.4,S_h,S_h.1,S_h.2,M_e,M_e.1,M_e.2,L_o,L_o.1,L_o.2,U_n.5,U_n.6,E_x,E_x.1,U_n.7,U_n.8,U_n.9,U_n.10,U_n.11,U_n.12,Expected_xA,Expected_A-xAG
2019-2020,EPL,Liverpool,Virgil van Dijk,nl NED,DF,28.0,38.0,2919.0,3276.0,89.1,58361.0,19539.0,914.0,988.0,92.5,1638.0,1740.0,94.1,331.0,487.0,68.0,1.0,1.3,1.5,-0.3,7.0,182.0,9.0,0.0,170.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,EPL,Liverpool,Trent Alexander-Arnold,eng ENG,DF,20.0,35.3,2278.0,3230.0,70.5,43250.0,16071.0,993.0,1095.0,90.7,912.0,1250.0,73.0,315.0,700.0,45.0,13.0,10.9,9.7,2.1,87.0,190.0,88.0,31.0,247.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,EPL,Liverpool,Georginio Wijnaldum,nl NED,MF,28.0,32.6,1492.0,1646.0,90.6,21792.0,4301.0,849.0,914.0,92.9,511.0,544.0,93.9,67.0,79.0,84.8,0.0,0.8,1.6,-0.8,18.0,131.0,23.0,1.0,137.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,EPL,Liverpool,Andrew Robertson,sct SCO,DF,25.0,34.6,2391.0,2996.0,79.8,37653.0,11408.0,1298.0,1441.0,90.1,874.0,1072.0,81.5,153.0,313.0,48.9,12.0,7.5,5.9,4.5,60.0,166.0,56.0,23.0,219.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,EPL,Liverpool,Roberto Firmino,br BRA,FW,27.0,33.2,941.0,1189.0,79.1,12229.0,3146.0,568.0,680.0,83.5,245.0,293.0,83.6,39.0,47.0,83.0,8.0,6.5,4.0,1.5,52.0,74.0,31.0,1.0,111.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,EPL,Liverpool,Mohamed Salah,eg EGY,FW,27.0,32.0,767.0,1035.0,74.1,9757.0,2321.0,463.0,563.0,82.2,211.0,273.0,77.3,26.0,57.0,45.6,10.0,7.8,6.9,2.2,60.0,41.0,57.0,3.0,91.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,EPL,Liverpool,Sadio Mané,sn SEN,FW,27.0,30.5,923.0,1170.0,78.9,13179.0,3117.0,536.0,628.0,85.4,260.0,327.0,79.5,64.0,90.0,71.1,7.0,6.6,5.2,0.4,59.0,67.0,72.0,7.0,128.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,EPL,Liverpool,Alisson,br BRA,GK,26.0,28.3,820.0,947.0,86.6,19608.0,12630.0,204.0,204.0,100.0,414.0,424.0,97.6,199.0,314.0,63.4,1.0,0.3,0.0,0.7,1.0,7.0,0.0,0.0,1.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,EPL,Liverpool,Jordan Henderson,eng ENG,MF,29.0,24.9,1593.0,1933.0,82.4,28191.0,7061.0,692.0,759.0,91.2,653.0,769.0,84.9,187.0,289.0,64.7,5.0,3.1,3.6,1.9,24.0,173.0,31.0,7.0,197.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,EPL,Liverpool,Fabinho,br BRA,MF,25.0,23.1,1381.0,1593.0,86.7,23882.0,5652.0,588.0,641.0,91.7,647.0,731.0,88.5,107.0,153.0,69.9,3.0,1.6,1.4,1.4,19.0,129.0,19.0,3.0,129.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
