Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Unnamed: 17_level_0_Matches,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Unnamed: 21_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,U_n.4,P_e,P_e.1,P_e.2,P_e.3,P_e.4,P_e.5,P_e.6,P_e.7,P_e.8,P_e.9,P_e.10,P_e.11,P_e.12,A_e,A_e.1,A_e.2,U_n.5
2008-2009,EPL,Manchester Utd,Nemanja Vidić,rs SRB,DF,26.0,33.1,5.0,2.0,,35.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-2009,EPL,Manchester Utd,Edwin van der Sar,nl NED,GK,37.0,32.3,1.0,0.0,,0.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-2009,EPL,Manchester Utd,Cristiano Ronaldo,pt POR,"FW,MF",23.0,30.5,6.0,1.0,,25.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-2009,EPL,Manchester Utd,Dimitar Berbatov,bg BUL,FW,27.0,28.2,2.0,0.0,,30.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-2009,EPL,Manchester Utd,Patrice Evra,fr FRA,DF,27.0,26.7,6.0,0.0,,28.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-2009,EPL,Manchester Utd,Wayne Rooney,eng ENG,"FW,MF",22.0,25.2,9.0,1.0,,28.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-2009,EPL,Manchester Utd,Darren Fletcher,sct SCO,MF,24.0,22.8,4.0,0.0,,32.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-2009,EPL,Manchester Utd,Rio Ferdinand,eng ENG,DF,29.0,23.8,3.0,0.0,,13.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-2009,EPL,Manchester Utd,Michael Carrick,eng ENG,MF,27.0,22.7,3.0,0.0,,15.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-2009,EPL,Manchester Utd,Park Ji-sung,kr KOR,MF,27.0,19.1,4.0,0.0,,24.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-2009,EPL,Manchester Utd,John O'Shea,ie IRL,"DF,MF",27.0,22.1,1.0,0.0,,21.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-2009,EPL,Manchester Utd,Carlos Tevez,ar ARG,"FW,MF",24.0,20.6,3.0,0.0,,26.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-2009,EPL,Manchester Utd,Jonny Evans,nir NIR,DF,20.0,15.8,2.0,0.0,,8.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-2009,EPL,Manchester Utd,Ryan Giggs,wls WAL,"FW,MF",34.0,16.8,0.0,0.0,,11.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-2009,EPL,Manchester Utd,Paul Scholes,eng ENG,MF,33.0,14.1,3.0,1.0,,27.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-2009,EPL,Manchester Utd,Gary Neville,eng ENG,DF,33.0,11.9,3.0,0.0,,13.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-2009,EPL,Manchester Utd,Rafael,br BRA,"DF,MF",18.0,11.7,2.0,0.0,,33.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-2009,EPL,Manchester Utd,Anderson,br BRA,MF,20.0,10.3,0.0,0.0,,17.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-2009,EPL,Manchester Utd,Nani,pt POR,"FW,MF",21.0,6.1,1.0,0.0,,12.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-2009,EPL,Manchester Utd,Wes Brown,eng ENG,DF,28.0,6.6,3.0,0.0,,13.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-2009,EPL,Manchester Utd,Tomasz Kuszczak,pl POL,GK,26.0,3.7,0.0,0.0,,0.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-2009,EPL,Manchester Utd,Federico Macheda,it ITA,FW,16.0,2.1,2.0,0.0,,2.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-2009,EPL,Manchester Utd,Ben Foster,eng ENG,GK,25.0,2.0,0.0,0.0,,0.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-2009,EPL,Manchester Utd,Darron Gibson,ie IRL,MF,20.0,1.6,1.0,0.0,,4.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-2009,EPL,Manchester Utd,Danny Welbeck,eng ENG,"FW,MF",17.0,1.3,0.0,0.0,,0.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-2009,EPL,Manchester Utd,Owen Hargreaves,eng ENG,MF,27.0,1.3,0.0,0.0,,2.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-2009,EPL,Manchester Utd,Lee Martin,eng ENG,"FW,MF",21.0,1.0,0.0,0.0,,1.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-2009,EPL,Manchester Utd,Fraizer Campbell,eng ENG,FW,20.0,0.9,1.0,0.0,,5.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-2009,EPL,Manchester Utd,Ritchie De Laet,be BEL,DF,19.0,0.9,0.0,0.0,,0.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-2009,EPL,Manchester Utd,Rodrigo Possebon,it ITA,MF,19.0,0.6,0.0,0.0,,0.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
