Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_MP,Playing Time_Min,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off,Unnamed: 26_level_0_Matches,Playing Time_MP,Unnamed: 21_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,P_l,P_l.1,P_l.2,P_l.3,P_l.4,S_t,S_t.1,S_t.2,S_u,S_u.1,S_u.2,T_e.1,T_e.2,T_e.3,T_e.4,T_e.5,T_e.6,T_e.7,T_e.8,T_e.9,T_e.10,T_e.11,U_n.4,U_n.5
2018-2019,SeriaA,Juventus,Cristiano Ronaldo,pt POR,FW,33.0,,2688.0,87.0,78.6,29.9,30.0,89.0,28.0,1.0,26.0,1.0,2.52,59.0,20.0,39.0,1.31,1.18,50.6,28.7,22.0,0.74,0.37,Matches,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Juventus,Blaise Matuidi,fr FRA,MF,31.0,,2418.0,78.0,70.7,26.9,29.0,83.0,17.0,2.0,13.0,4.0,2.58,50.0,17.0,33.0,1.23,0.6,43.2,24.5,18.7,0.7,0.14,Matches,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Juventus,Wojciech Szczęsny,pl POL,GK,28.0,,2520.0,90.0,73.7,28.0,28.0,90.0,28.0,0.0,,10.0,2.54,55.0,20.0,35.0,1.25,0.75,48.1,26.6,21.6,0.77,0.43,Matches,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Juventus,Alex Sandro,br BRA,DF,27.0,,2387.0,77.0,69.8,26.5,28.0,84.0,21.0,3.0,11.0,2.0,2.55,50.0,19.0,31.0,1.17,0.38,46.0,25.5,20.4,0.77,0.37,Matches,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Juventus,Leonardo Bonucci,it ITA,DF,31.0,,2472.0,85.0,72.3,27.5,27.0,88.0,26.0,2.0,46.0,6.0,2.45,50.0,21.0,29.0,1.06,0.01,42.8,26.7,16.0,0.58,-0.27,Matches,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Juventus,Miralem Pjanić,ba BIH,MF,28.0,,2280.0,74.0,66.7,25.3,27.0,81.0,15.0,4.0,22.0,3.0,2.42,46.0,17.0,29.0,1.14,0.28,42.9,21.7,21.2,0.84,0.54,Matches,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Juventus,Paulo Dybala,ar ARG,"FW,MF",24.0,,2137.0,71.0,62.5,23.7,24.0,85.0,18.0,6.0,16.0,3.0,2.4,42.0,21.0,21.0,0.88,-0.45,37.1,22.0,15.1,0.64,-0.05,Matches,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Juventus,Mario Mandžukić,hr CRO,FW,32.0,,2014.0,81.0,58.9,22.4,23.0,85.0,15.0,2.0,29.0,2.0,2.56,44.0,12.0,32.0,1.43,0.92,37.7,20.5,17.2,0.77,0.27,Matches,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Juventus,Giorgio Chiellini,it ITA,DF,33.0,,1991.0,80.0,58.2,22.1,22.0,88.0,20.0,3.0,19.0,9.0,2.52,41.0,13.0,28.0,1.27,0.51,39.2,21.4,17.8,0.8,0.35,Matches,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Juventus,João Cancelo,pt POR,DF,24.0,,1968.0,79.0,57.5,21.9,22.0,87.0,20.0,3.0,16.0,7.0,2.24,44.0,17.0,27.0,1.23,0.43,34.3,21.4,12.9,0.59,-0.16,Matches,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Juventus,Rodrigo Bentancur,uy URU,MF,21.0,,2003.0,65.0,58.6,22.3,21.0,86.0,18.0,10.0,20.0,3.0,2.42,39.0,16.0,23.0,1.03,-0.05,32.7,20.4,12.3,0.55,-0.25,Matches,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Juventus,Emre Can,de GER,MF,24.0,,1811.0,62.0,53.0,20.1,20.0,83.0,16.0,9.0,18.0,1.0,2.41,35.0,15.0,20.0,0.99,-0.12,30.2,19.7,10.6,0.53,-0.28,Matches,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Juventus,Mattia De Sciglio,it ITA,DF,25.0,,1743.0,79.0,51.0,19.4,19.0,90.0,17.0,3.0,13.0,10.0,2.41,34.0,12.0,22.0,1.14,0.17,28.7,18.7,10.0,0.51,-0.29,Matches,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Juventus,Daniele Rugani,it ITA,DF,24.0,,1350.0,90.0,39.5,15.0,15.0,90.0,15.0,0.0,,18.0,2.47,29.0,13.0,16.0,1.07,0.02,23.8,12.9,10.9,0.73,0.11,Matches,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Juventus,Federico Bernardeschi,it ITA,"MF,FW",24.0,,1473.0,53.0,43.1,16.4,14.0,79.0,3.0,14.0,26.0,5.0,2.43,34.0,12.0,22.0,1.34,0.51,30.6,14.9,15.7,0.96,0.53,Matches,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Juventus,Juan Cuadrado,co COL,"MF,DF",30.0,,1220.0,68.0,35.7,13.6,14.0,81.0,7.0,4.0,22.0,3.0,2.06,18.0,14.0,4.0,0.3,-1.18,18.2,13.4,4.8,0.35,-0.48,Matches,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Juventus,Mattia Perin,it ITA,GK,25.0,,810.0,90.0,23.7,9.0,9.0,90.0,9.0,0.0,,21.0,2.11,15.0,8.0,7.0,0.78,-0.36,12.1,8.5,3.7,0.41,-0.33,Matches,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Juventus,Sami Khedira,de GER,MF,31.0,,706.0,71.0,20.6,7.8,8.0,78.0,1.0,2.0,42.0,5.0,2.6,19.0,9.0,10.0,1.27,0.28,16.2,7.9,8.3,1.05,0.5,Matches,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Juventus,Martín Cáceres,uy URU,DF,31.0,,628.0,70.0,18.4,7.0,7.0,86.0,6.0,2.0,14.0,4.0,1.78,11.0,10.0,1.0,0.14,-1.11,9.0,5.9,3.1,0.44,-0.26,Matches,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Juventus,Douglas Costa,br BRA,"FW,MF",27.0,,621.0,37.0,18.2,6.9,7.0,61.0,0.0,10.0,20.0,1.0,2.65,13.0,8.0,5.0,0.72,-0.4,10.6,7.2,3.4,0.49,-0.21,Matches,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Juventus,Leonardo Spinazzola,it ITA,DF,25.0,,601.0,60.0,17.6,6.7,6.0,85.0,5.0,4.0,23.0,17.0,1.5,12.0,11.0,1.0,0.15,-1.1,9.6,6.4,3.3,0.49,-0.21,Matches,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Juventus,Moise Kean,it ITA,FW,18.0,,541.0,42.0,15.8,6.0,5.0,83.0,3.0,8.0,16.0,19.0,1.85,11.0,5.0,6.0,1.0,-0.06,9.3,4.6,4.8,0.8,0.17,Matches,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Juventus,Medhi Benatia,ma MAR,DF,31.0,,450.0,90.0,13.2,5.0,5.0,90.0,5.0,0.0,,14.0,2.6,10.0,3.0,7.0,1.4,0.4,8.4,3.7,4.8,0.95,0.34,Matches,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Juventus,Andrea Barzagli,it ITA,DF,37.0,,260.0,37.0,7.6,2.9,4.0,62.0,0.0,3.0,4.0,17.0,2.29,5.0,3.0,2.0,0.69,-0.39,3.5,2.8,0.7,0.24,-0.45,Matches,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Juventus,Matheus Pereira da Silva,br BRA,MF,20.0,,92.0,31.0,2.7,1.0,1.0,74.0,0.0,2.0,9.0,1.0,0.67,1.0,0.0,1.0,0.98,-0.08,0.8,0.4,0.4,0.41,-0.25,Matches,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Juventus,Paolo Gozzi Iweru,it ITA,DF,17.0,,90.0,90.0,2.6,1.0,1.0,90.0,1.0,0.0,,0.0,0.0,1.0,2.0,-1.0,-1.0,-2.11,0.5,1.2,-0.7,-0.71,-1.41,Matches,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Juventus,Carlo Pinsoglio,it ITA,GK,28.0,,90.0,90.0,2.6,1.0,1.0,90.0,1.0,0.0,,37.0,0.0,0.0,2.0,-2.0,-2.0,-3.14,0.5,0.7,-0.3,-0.26,-0.94,Matches,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Juventus,Grigoris Kastanos,cy CYP,MF,20.0,,60.0,60.0,1.8,0.7,1.0,60.0,0.0,0.0,,4.0,0.0,1.0,1.0,0.0,0.0,-1.07,0.2,0.9,-0.6,-0.93,-1.62,Matches,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Juventus,Hans Nicolussi Caviglia,it ITA,MF,18.0,,57.0,19.0,1.7,0.6,0.0,,0.0,3.0,19.0,9.0,1.0,0.0,4.0,-4.0,-6.32,-7.49,0.2,0.9,-0.6,-0.98,-1.66,Matches,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Juventus,Manolo Portanova,it ITA,MF,18.0,,33.0,33.0,1.0,0.4,0.0,,0.0,1.0,33.0,0.0,0.0,0.0,2.0,-2.0,-5.45,-6.57,0.1,0.5,-0.4,-1.22,-1.89,Matches,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Juventus,Stephy Mavididi,eng ENG,FW,20.0,,22.0,22.0,0.6,0.2,0.0,,0.0,1.0,22.0,3.0,0.0,0.0,1.0,-1.0,-4.09,-5.18,0.2,0.3,-0.1,-0.5,-1.16,Matches,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Juventus,Luca Coccolo,it ITA,DF,20.0,,,,,,0.0,,0.0,0.0,,1.0,,,,,,,,,,,,Matches,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Juventus,Mattia Del Favero,it ITA,GK,20.0,,,,,,0.0,,0.0,0.0,,8.0,,,,,,,,,,,,Matches,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Juventus,Nicolò Fagioli,it ITA,MF,17.0,,,,,,0.0,,0.0,0.0,,1.0,,,,,,,,,,,,Matches,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Juventus,Pablo Moreno,es ESP,FW,16.0,,,,,,0.0,,0.0,0.0,,1.0,,,,,,,,,,,,Matches,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Juventus,Simone Muratore,it ITA,MF,20.0,,,,,,0.0,,0.0,0.0,,1.0,,,,,,,,,,,,Matches,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Juventus,Squad Total,,,28.0,,3420.0,90.0,100.0,38.0,418.0,85.0,315.0,102.0,20.0,251.0,2.37,70.0,30.0,40.0,1.05,,60.7,35.8,25.0,0.66,,,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Juventus,Opponent Total,,,26.9,,3420.0,90.0,100.0,38.0,418.0,85.0,315.0,102.0,20.0,315.0,0.47,30.0,70.0,-40.0,-1.05,,35.8,60.7,-25.0,-0.66,,,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Napoli,Kalidou Koulibaly,sn SEN,DF,27.0,35.0,3132.0,89.0,91.6,34.8,35.0,89.0,33.0,0.0,,0.0,2.09,67.0,29.0,38.0,1.09,1.09,55.4,34.8,20.7,0.59,-0.3,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Napoli,Piotr Zieliński,pl POL,MF,24.0,36.0,2875.0,80.0,84.1,31.9,33.0,85.0,23.0,3.0,22.0,1.0,2.08,57.0,30.0,27.0,0.85,-0.97,51.1,29.4,21.7,0.68,0.38,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Napoli,José Callejón,es ESP,"MF,FW",31.0,34.0,2650.0,78.0,77.5,29.4,29.0,87.0,22.0,5.0,24.0,4.0,2.12,59.0,28.0,31.0,1.05,0.23,48.3,32.2,16.2,0.55,-0.31,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Napoli,Allan,br BRA,MF,27.0,33.0,2616.0,79.0,76.5,29.1,28.0,88.0,26.0,5.0,30.0,0.0,2.09,57.0,29.0,28.0,0.96,-0.16,45.8,30.5,15.3,0.53,-0.4,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Napoli,Arkadiusz Milik,pl POL,FW,24.0,35.0,2396.0,68.0,70.1,26.6,27.0,82.0,17.0,8.0,24.0,3.0,2.0,55.0,25.0,30.0,1.13,0.42,42.1,27.0,15.2,0.57,-0.17,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Napoli,Elseid Hysaj,al ALB,DF,24.0,27.0,2107.0,78.0,61.6,23.4,24.0,87.0,19.0,3.0,7.0,11.0,2.19,45.0,21.0,24.0,1.03,0.07,41.2,21.3,19.8,0.85,0.59,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Napoli,Lorenzo Insigne,it ITA,"FW,MF",27.0,28.0,2073.0,74.0,60.6,23.0,24.0,82.0,13.0,4.0,25.0,1.0,1.96,38.0,21.0,17.0,0.74,-0.67,36.3,21.3,15.0,0.65,0.08,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Napoli,Dries Mertens,be BEL,FW,31.0,35.0,2252.0,64.0,65.8,25.0,23.0,82.0,13.0,12.0,31.0,2.0,2.0,55.0,19.0,36.0,1.44,1.28,41.8,23.6,18.2,0.73,0.31,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Napoli,Fabián Ruiz Peña,es ESP,MF,22.0,27.0,1992.0,74.0,58.2,22.1,20.0,86.0,15.0,7.0,39.0,8.0,1.96,41.0,19.0,22.0,0.99,-0.01,37.5,24.2,13.3,0.6,-0.04,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Napoli,Kévin Malcuit,ma MAR,DF,27.0,24.0,1805.0,75.0,52.8,20.1,20.0,86.0,15.0,4.0,21.0,14.0,1.96,42.0,19.0,23.0,1.15,0.31,30.7,22.6,8.2,0.41,-0.45,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Napoli,Raúl Albiol,es ESP,DF,32.0,20.0,1713.0,86.0,50.1,19.0,19.0,90.0,19.0,1.0,3.0,6.0,2.1,33.0,22.0,11.0,0.58,-0.85,30.4,21.2,9.3,0.49,-0.26,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Napoli,Mário Rui,pt POR,DF,27.0,20.0,1417.0,71.0,41.4,15.7,17.0,80.0,12.0,3.0,18.0,13.0,1.9,27.0,17.0,10.0,0.64,-0.62,23.0,16.5,6.5,0.41,-0.35,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Napoli,David Ospina,co COL,GK,29.0,17.0,1457.0,86.0,42.6,16.2,16.0,87.0,15.0,1.0,64.0,16.0,1.82,25.0,20.0,5.0,0.31,-1.2,25.1,16.3,8.8,0.55,-0.13,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
