season,league,team,player,player_nation,player_position,player_age,mp,playing_time_starts,playing_time_min,playing_time_90s,performance_gls,performance_ast,performance_g+a,performance_g-pk,performance_pk,performance_pkatt,performance_crdy,performance_crdr,progression_prgc,progression_prgp,progression_prgr,per_90_minutes_gls,per_90_minutes_ast,per_90_minutes_g+a,per_90_minutes_g-pk,per_90_minutes_g+a-pk,matches,playing_time_mp
2021-2022,Bundesliga,Bayern Munich,Robert Lewandowski,pl POL,FW,32.0,34.0,34.0,2946.0,32.7,35.0,3.0,38.0,30.0,5.0,5.0,2.0,0.0,46.0,81.0,268.0,1.07,0.09,1.16,0.92,1.01,0.0,0.0
2021-2022,Bundesliga,Bayern Munich,Thomas Müller,de GER,MF,31.0,32.0,32.0,2558.0,28.4,8.0,18.0,26.0,8.0,0.0,0.0,0.0,0.0,46.0,155.0,301.0,0.28,0.63,0.91,0.28,0.91,0.0,0.0
2021-2022,Bundesliga,Bayern Munich,Manuel Neuer,de GER,GK,35.0,28.0,28.0,2510.0,27.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-2022,Bundesliga,Bayern Munich,Joshua Kimmich,de GER,MF,26.0,28.0,28.0,2474.0,27.5,3.0,9.0,12.0,3.0,0.0,0.0,4.0,0.0,43.0,292.0,53.0,0.11,0.33,0.44,0.11,0.44,0.0,0.0
2021-2022,Bundesliga,Bayern Munich,Dayot Upamecano,fr FRA,DF,22.0,28.0,25.0,2211.0,24.6,1.0,6.0,7.0,1.0,0.0,0.0,4.0,0.0,32.0,183.0,9.0,0.04,0.24,0.28,0.04,0.28,0.0,0.0
2021-2022,Bundesliga,Bayern Munich,Serge Gnabry,de GER,"FW,DF",26.0,34.0,25.0,2185.0,24.3,14.0,5.0,19.0,14.0,0.0,0.0,0.0,0.0,100.0,127.0,313.0,0.58,0.21,0.78,0.58,0.78,0.0,0.0
2021-2022,Bundesliga,Bayern Munich,Lucas Hernández,fr FRA,DF,25.0,25.0,25.0,2030.0,22.6,0.0,1.0,1.0,0.0,0.0,0.0,7.0,0.0,47.0,193.0,32.0,0.0,0.04,0.04,0.0,0.04,0.0,0.0
2021-2022,Bundesliga,Bayern Munich,Benjamin Pavard,fr FRA,DF,25.0,25.0,24.0,2076.0,23.1,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,50.0,193.0,91.0,0.0,0.04,0.04,0.0,0.04,0.0,0.0
2021-2022,Bundesliga,Bayern Munich,Leroy Sané,de GER,"FW,MF",25.0,32.0,22.0,1976.0,22.0,7.0,7.0,14.0,7.0,0.0,0.0,3.0,0.0,80.0,117.0,203.0,0.32,0.32,0.64,0.32,0.64,0.0,0.0
2021-2022,Bundesliga,Bayern Munich,Alphonso Davies,ca CAN,DF,20.0,22.0,20.0,1740.0,19.3,0.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,113.0,98.0,201.0,0.0,0.16,0.16,0.0,0.16,0.0,0.0
